Match_ID,Team_ID,Radiant_Account_ID_0,Radiant_Account_ID_1,Radiant_Account_ID_2,Radiant_Account_ID_3,Radiant_Account_ID_4
5369664952,2108395.0,152545459,87012746,155494381,87012746,155494381
5369589630,2108395.0,155494381,155494381,152545459,87012746,87012746
5369392558,7732977.0,389033587,156328257,237325411,237325411,156328257
5411036563,6738815.0,100598959,103045129,103045129,100598959,103045129
5410994574,6738815.0,103045129,100598959,103045129,103045129,100598959
5410973262,6738815.0,103045129,100598959,103045129,103045129,100598959
5359011678,3586078.0,89871557,136829091,121404228,89871557,136829091
5355004985,350190.0,89871557,84772440,84772440,89871557,142139318
5345711057,2108395.0,87012746,87012746,164532005,152545459,152545459
5352982369,7849151.0,363724571,89871557,93616251,177085220,142139318
5352917454,7849151.0,108717482,89871557,363724571,93616251,177085220
5352818523,7849151.0,89871557,363724571,108717482,177085220,93616251
5410893977,7819112.0,105610776,150862738,136737280,337575662,201741490
5410833245,7819112.0,201741490,136737280,150862738,337575662,105610776
5434480392,7732977.0,237325411,237325411,156328257,389033587,156328257
5363928023,7732977.0,237325411,156328257,237325411,156328257,389033587
5363565740,7732977.0,156328257,237325411,156328257,237325411,389033587
5362856982,7732977.0,237325411,389033587,156328257,156328257,237325411
5327295768,7732977.0,156328257,156328257,237325411,389033587,237325411
5238804671,7681903.0,192914280,93616251,89871557,177085220,91369376
5238738850,7681903.0,192914280,93616251,89871557,177085220,91369376
5235920048,7681903.0,89871557,177085220,91369376,93616251,192914280
5412588828,7667517.0,59273184,59273184,59273184,254710104,100895600
5412518400,7667517.0,254710104,59273184,59273184,59273184,100895600
5185949592,7453020.0,128660724,128660724,124168390,293529846,293529846
5420088767,7424172.0,152859296,76904792,76904792,152859296,91369376
5367720513,7424172.0,76904792,76904792,152859296,152859296,91369376
5063974718,7422511.0,176552562,110228930,152083285,176552562,110228930
5430804276,7404529.0,89603649,118233883,91644707,91644707,89603649
5420454437,7404529.0,89603649,91644707,89603649,118233883,91644707
5356992868,7404529.0,91644707,118233883,89603649,89603649,91644707
5285310104,7404529.0,91644707,91644707,89603649,89603649,118233883
5285009230,7404529.0,118233883,89603649,89603649,91644707,91644707
