Name,KD,Wins,Losses,Winning_Percentage,Player_1,Player_2,Player_3,Player_4,Player_5,Start_Date,End_Date
Giants,1.03,11,12,0.4782608695652174,KILLDREAM,rmn,arki,alex,obj,2018-06-04,2018-09-02
Monstars,1.06,8,3,0.7272727272727273,Xp3,RIKO,crashies,aproto,tex,2018-06-04,2018-09-02
Sector 7,0.65,0,1,0.0,BotVic,f0x1y,chingchong,artze,DVDOV,2018-06-04,2018-09-02
gloryUS,0.82,3,4,0.42857142857142855,negroNE,D1E,alejandrinho,Klauss,gr3eps,2018-06-04,2018-09-02
FYB,1.06,13,5,0.7222222222222222,Hunter,gMd,AZK,MarKE,swag,2018-06-04,2018-09-02
Ignition,0.64,0,2,0.0,Xe,kshkov,FendeR,pNmQa,EmmK,2018-06-04,2018-09-02
Sublife,0.76,0,2,0.0,Farlig,Celrate,TOBIZ,BERRY,fr0slev,2018-06-04,2018-09-02
CYBERSABLE,0.78,1,4,0.2,DoDzelele ,danya,qlay,osakac,scr1mp,2018-06-04,2018-09-02
KidsOfDomination,0.86,0,1,0.0,Penguin,Retro,drawW0rlD,sejjn,xm1,2018-06-04,2018-09-02
BUND,0.78,0,3,0.0,Whitesmith,zybrin,Qulon,Kjeaggie,vvalter,2018-06-04,2018-09-02
Connect,0.79,0,2,0.0,nolkz,GUERR4,tw,MkUltra,paul,2018-06-04,2018-09-02
AEON,0.67,0,2,0.0,Brans,Sir,Diegoooo,nazek,Allew,2018-06-04,2018-09-02
Blink Once for Help,0.52,0,2,0.0,xelA,moon,whitegurlwasted,Brimo,KAUS IV,2018-06-04,2018-09-02
STEIN,0.87,2,3,0.4,cukijas,meyern,Straka,Luken,nhl,2018-06-04,2018-09-02
LiNE5,0.67,0,2,0.0,HEL,slv,christopher,MRN1,guidimon,2018-06-04,2018-09-02
Santos fe,0.58,0,2,0.0,goddess,izaa,smile,Le^,nara,2018-06-04,2018-09-02
Signature,0.98,7,8,0.4666666666666667,Reality,RoLEX,HSK,j9,PPOverdose,2018-06-04,2018-09-02
6e3t9n,0.69,0,3,0.0,Fio,GoshaN,RofflExXD,Porya,tricky,2018-06-04,2018-09-02
5Gamers,0.6,0,2,0.0,Aim,Jamal,Cave,Nemesis,nonono,2018-06-04,2018-09-02
Singularity,0.92,12,18,0.4,BENDJI,RuStY,Plopski,BARBARR,dumz,2018-06-04,2018-09-02
de_mirage,1.02,0,1,0.0,SuNFiX,shyyne,kReeDz,deus,dennyslaw,2018-06-04,2018-09-02
Veneration,0.87,0,2,0.0,JordanKL,secre7,B0n3®,scheeR,disTroiT,2018-06-04,2018-09-02
Glacon,0.84,2,4,0.3333333333333333,drg,bdz,del1n,ntk,Junyn,2018-06-04,2018-09-02
O2,1.01,1,2,0.3333333333333333,RedFox,CJ,dNt,msr,DASTAN,2018-06-04,2018-09-02
Grown Men,0.85,1,4,0.2,Nighthawk,seth,sibe,busta,mizu,2018-06-04,2018-09-02
MDL All-Star swag,0.94,1,2,0.3333333333333333,food,Zellsis,ryann,MarKE,swag,2018-06-04,2018-09-02
MDL All-Star freakazoid,1.06,2,1,0.6666666666666666,freakazoid,Oderus,Sonic,hazed,motm,2018-06-04,2018-09-02
Invincible,0.93,2,2,0.5,PSK,krM,JVM,mrc,XiA,2018-06-04,2018-09-02
Resiliency,0.7,0,2,0.0,DreamZ,mCe,sid,Snakes,Link,2018-06-04,2018-09-02
Liquid,1.02,16,14,0.5333333333333333,nitr0,NAF,EliGE,Twistzz,TACO,2018-06-04,2018-09-02
nice$hot,0.61,0,2,0.0,ntziN,cJORDANO,guiz4o,ntz,VIANA,2018-06-04,2018-09-02
VB,0.89,2,7,0.2222222222222222,wizard,UNO2K,Hazard,Relzit,vLa,2018-06-04,2018-09-02
Ha MaSSe,0.81,0,6,0.0,QRUSH,fiend,Egor1K,ex4mple,And,2018-06-04,2018-09-02
Meraki,0.94,1,2,0.3333333333333333,MrMagoo,vasperal,gir,behan,c-dubs,2018-06-04,2018-09-02
DeathWay,0.88,1,2,0.3333333333333333,onestepcloser,RoMyo,Target-Down,Mr_Glitches,Resistant,2018-06-04,2018-09-02
Astral Influence,0.67,0,2,0.0,xertz,dAt,willeh,kujo,bedonka,2018-06-04,2018-09-02
Killing Your Idols,0.87,2,2,0.5,RHYZHER,Rusio Maldito,Sosho,azNN,nco,2018-06-04,2018-09-02
LeetPro,0.85,0,2,0.0,Tiaantije,BaNaNaZz,SloWye,Zeo,takbok,2018-06-04,2018-09-02
Lucid,0.75,0,2,0.0,doris,tot,Deegan,Wolfy,DuckyPanic,2018-06-04,2018-09-02
k1ck,1.07,30,21,0.5882352941176471,kalinka,arch,scoobyxie,smike,starix,2018-06-04,2018-09-02
Summit,0.53,0,2,0.0,gErMsTaR,Frazel,Vexite,DannyG,Reign,2018-06-04,2018-09-02
Sinister5,0.87,1,2,0.3333333333333333,HackeM,dyvo,Rogue,dada,TheM4N,2018-06-04,2018-09-02
90ss,1.06,2,2,0.5,KBr,5RB6EESHN,Walou,W1pe,Sneaky,2018-06-04,2018-09-02
Space Jam,0.91,7,8,0.4666666666666667,uNdo,It's my,FANAT ROCKA,PASHANOJ,R0b3n,2018-06-04,2018-09-02
eNergy Academy,0.6,0,2,0.0,ysgerbwd,Dweezil,Taylor,pnd,SandpitTurtle,2018-06-04,2018-09-02
NYYRIKKI,0.81,2,8,0.2,hoody,STOVVE,wils0n,tomsku,pietola,2018-06-04,2018-09-02
Snail Trail,0.55,0,3,0.0,Shadow,puds,withbirds,Babalooba,BUGSYTHEBEAN,2018-06-04,2018-09-02
VG.Flash,0.94,13,16,0.4482758620689655,Summer,Freeman,zhokiNg,LOVEYY,Attacker,2018-06-04,2018-09-02
Vindicta,0.85,0,4,0.0,Egoist,Dark,StyroN,LenNe,ExiE,2018-06-04,2018-09-02
PHD,0.75,0,3,0.0,saggin_balls,fype,WEGO,shrek,PinheadLarry,2018-06-04,2018-09-02
squad,0.58,0,3,0.0,A,sailawayxv,kilo,Manyak,ChwE,2018-06-04,2018-09-02
"Hi, I'm Billy Mays",0.92,1,2,0.3333333333333333,yAcK,Sing,ZoOM,Kim,whisper,2018-06-04,2018-09-02
Secret Geniuses Club,0.97,3,4,0.42857142857142855,el_jack0,Little_F,Link,brawk,7evaN,2018-06-04,2018-09-02
First Picks,0.59,0,3,0.0,swift,eXploZioNz,H8LESS,Anarchyz,JJChinchilla,2018-06-04,2018-09-02
The Frag Dolphins,0.49,0,3,0.0,catez,1nsanity,tMsz,DrLejos,NoVa,2018-06-04,2018-09-02
Vital,0.74,1,2,0.3333333333333333,NicKerVI,JAYSSSON,Kermi,weapon,Bice,2018-06-04,2018-09-02
Defy Rebellion,0.91,1,2,0.3333333333333333,impactt,Input,stxyz,in0x,HalterN,2018-06-04,2018-09-02
Fidelis,0.52,0,3,0.0,ecl1pse,Cortunix,gianlu10,Primary-Asset,-stew-,2018-06-04,2018-09-02
Final Destination,0.76,0,3,0.0,kaleb,panicK,ches-ki,leo^,ScoobyFox,2018-06-04,2018-09-02
Aranea,0.63,0,3,0.0,General,TheLesserAltomare,Huardy,NodnarB,Lock3,2018-06-04,2018-09-02
Instinct,0.68,1,2,0.3333333333333333,k3vin,Big Bear,prch,DurkSG,Pheaned,2018-06-04,2018-09-02
Illuminar,0.97,6,5,0.5454545454545454,Sidney,fullspeed,soren,Sobol,sany,2018-06-04,2018-09-02
Stormborns,0.86,1,4,0.2,XPZ,bzkA,vicX,Enfohip,Kracket,2018-06-04,2018-09-02
Quixotic Reality,0.73,1,2,0.3333333333333333,iAmNotSorry,Wilky,Sporego,snogging,EllisoN,2018-06-04,2018-09-02
Vyb,0.44,0,3,0.0,S3rb,Joey4k,Cabbage,nherg,shutout,2018-06-04,2018-09-02
Hollywood's Hooligans,0.77,1,2,0.3333333333333333,nguyen,dragooon,kilroy,ohai,Duck,2018-06-04,2018-09-02
Kinesis,0.92,0,3,0.0,mxj,far,KEETcho,ike,Kwong,2018-06-04,2018-09-02
Outsourced Tech Support,0.82,1,2,0.3333333333333333,Jolts,Kuya,Tagz,niche,bigb33tl3,2018-06-04,2018-09-02
Strawberry Puppy Kisses,0.73,0,2,0.0,rapier,Akadema,Russo,Theia,Crawfish,2018-06-04,2018-09-02
Clout Chasers,1.12,2,1,0.6666666666666666,Just2EZ,bron,MaestrO,jet-,Hiki,2018-06-04,2018-09-02
Encore,0.83,1,2,0.3333333333333333,Wolfi,agerosKi,Nellys,in,Myth,2018-06-04,2018-09-02
Mentality,1.02,6,8,0.42857142857142855,BASE,dVeeN,w0w,DaneJoris,Strings,2018-06-04,2018-09-02
Wind and Rain,1.04,12,12,0.5,frei,hemzk9,L1NK,Astroo,jenko,2018-06-04,2018-09-02
Winstrike,0.98,37,33,0.5285714285714286,Boombl4,jmqa,balblna,waterfaLLZ,Kvik,2018-06-04,2018-09-02
Battalion,1.08,3,2,0.6,Spr,s0mbra,DorfusCB,brutAo,nut,2018-06-04,2018-09-02
Interstellar,1.05,5,5,0.5,sid,DreamZ,Killpo1,Snakes,Link,2018-06-04,2018-09-02
Hooked,1.06,5,4,0.5555555555555556,witmer,xCeeD,neptune,mCe,Laski,2018-06-04,2018-09-02
DeepDarkDanger,0.83,0,1,0.0,zenit,valder,synd,santys,evenn,2018-06-04,2018-09-02
Sinisters,0.9,1,2,0.3333333333333333,KUN,peqexino,JonY BoY,ramuljas,fueleNt,2018-06-04,2018-09-02
3 Canadians 2 Americans,1.0,2,4,0.3333333333333333,iKoniK,iLLijah,denya,Rascal,b0ssy,2018-06-04,2018-09-02
Empire,0.99,5,5,0.5,ChurmZ,Magic,KOOKY,blackpinklisa,Jynxxz,2018-06-04,2018-09-02
Flex Tape,0.93,3,4,0.42857142857142855,K22G,swordy,mad4a,moso,NicholasP,2018-06-04,2018-09-02
sweaty in the fridge,0.54,0,1,0.0,fury,SAIKEN,KEi,Chewie,Kojtas,2018-06-04,2018-09-02
KAIJU,1.02,3,4,0.42857142857142855,isp,neeko,poNder,zCL,halo,2018-06-04,2018-09-02
WAYE,0.96,0,2,0.0,Pase52,ALEX,Smyli,mistou,Lambert,2018-06-04,2018-09-02
140 Years of Exp,0.86,2,4,0.3333333333333333,dopey,ChEekz,planks,Funshine,Darloosh,2018-06-04,2018-09-02
passions,0.97,3,4,0.42857142857142855,RuStY,nawwk,djL,xajdish,HugoXD,2018-06-04,2018-09-02
Play4Lan,1.04,3,1,0.75,PLEEtS,CHOT,LEOZ,Missau,BEARD,2018-06-04,2018-09-02
1337HUANIA,1.03,3,2,0.6,Carcass,lukjjE,Butters,Aikas,kolor,2018-06-04,2018-09-02
QCCLAN,0.72,0,1,0.0,J0LZ,KOLER,smL,Kiidz,miLLe,2018-06-04,2018-09-02
Proximity,0.92,0,1,0.0,MeLLo,Prominence,kono,fENOM,nani,2018-06-04,2018-09-02
PUPstars,0.82,2,4,0.3333333333333333,curry,Arbiter,mock,cavern,stomp,2018-06-04,2018-09-02
Dignitas fe,1.04,10,6,0.625,EMUHLEET,rain,milk,artStar,cath,2018-06-04,2018-09-02
ARCADE,0.65,0,2,0.0,tevz,mkl,skopa,apx,ton,2018-06-04,2018-09-02
Black Storm,1.26,3,0,1.0,replay,dumau,ps1co,paaiNK1ng,spentr,2018-06-04,2018-09-02
ownage,1.24,14,4,0.7777777777777778,mitch,dapr,Relyks,Infinite,moose,2018-06-04,2018-09-02
Pongileez,1.16,8,3,0.7272727272727273,Flip,hoveRR,crony,C4rlito,nobel,2018-06-04,2018-09-02
NASR,1.18,8,4,0.6666666666666666,Nami,breAker,k1tkat,cheK,havoK,2018-06-04,2018-09-02
Brasil Gaming House,0.94,2,1,0.6666666666666666,dktenso,psy,cqntrl,deMO,kalel,2018-06-04,2018-09-02
studs,1.02,2,2,0.5,Tai,RICHIE,BASS,mswag,badger,2018-06-04,2018-09-02
Goliath,0.81,2,2,0.5,massacRe,adaro,Golz,deviaNt,stYle,2018-06-04,2018-09-02
Kazek,0.71,0,4,0.0,byrf,Sigl0ff,vicktor,elemeNt,advn,2018-06-04,2018-09-02
wNv,1.03,1,2,0.3333333333333333,4k,Star1og,zWin,Salopo,Koma,2018-06-04,2018-09-02
Animal Squad,0.5,0,4,0.0,sibe,busta,RaZ,CHRiSOAOW,Lightstep,2018-06-04,2018-09-02
xTc,1.04,2,2,0.5,Viking,xiN,Spazz,CricK,ZipZip,2018-06-04,2018-09-02
Malvinas,0.99,7,7,0.5,kissmyass,gatito,dgt,648,decov9jse,2018-06-04,2018-09-02
t3Kipper,0.57,0,2,0.0,Creeper,Orpest,Ruenny,Passerby,Dz,2018-06-04,2018-09-02
IMBA.SAS,0.92,2,3,0.4,sptdd,XyG,DANK1NG,gas,813,2018-06-04,2018-09-02
Complexity,1.14,51,25,0.6710526315789473,yay,dephh,ShahZaM,ANDROID,stanislaw,2018-06-04,2018-09-02
Strong,0.34,0,2,0.0,p1edge,MikaP,Yukia,Pinarello,reason,2018-06-04,2018-09-02
Ace High,0.94,1,2,0.3333333333333333,TinUP,Timmy,1YOD4,KiiroKami,REDKILLER,2018-06-04,2018-09-02
BOOM,0.83,2,4,0.3333333333333333,f0rsakeN,mindfreak,6fingers,kylooshka,Gruvee,2018-06-04,2018-09-02
Andrew's Big Toe,0.8,1,3,0.25,Ange,fluxvx,senx,Slash,SFClean,2018-06-04,2018-09-02
Alpha Red,0.98,6,5,0.5454545454545454,Kntz,bnwGiggs,veta,SeveN89,MAIROLLS,2018-06-04,2018-09-02
HIGHWAY,1.06,1,2,0.3333333333333333,Junyn,pAnicKoW,pK,milkao,ntk,2018-06-04,2018-09-02
QDLM,0.77,0,2,0.0,Liuhulan,shijienimoge,qd5831,Martin,SCGEGE,2018-06-04,2018-09-02
BLUEJAYS,0.83,1,4,0.2,croic,cello,Andyy,ChrisWa,synx,2018-06-04,2018-09-02
Magic,0.84,0,2,0.0,yenKOGOD,Zeo,async,AidenkG,creed,2018-06-04,2018-09-02
Atlantic,0.63,0,2,0.0,qater,Kadil,Fenon,devo,krytyq,2018-06-04,2018-09-02
Cyclone Ninja,0.6,0,2,0.0,watt1,PulpaGOD,Slayerhz,gantzy,tornado,2018-06-04,2018-09-02
aimg0d,1.27,3,1,0.75,fearfox,shalfey,airscape,Patti,sh1ro,2018-06-04,2018-09-02
PEY,0.87,4,5,0.4444444444444444,FinigaN,RAiLWAY,neadek,degster,fenvicious,2018-06-04,2018-09-02
topkek,0.56,0,2,0.0,Pishila,spuffy,abdi,DAMi,MKN,2018-06-04,2018-09-02
ex-Wind and Rain,0.78,0,2,0.0,jenko,rezex,frei,HECTOz,L1NK,2018-06-04,2018-09-02
MAKEMiSTAKE,0.88,2,4,0.3333333333333333,RAiLWAY,SP1NT,kkt,hugeon,mouseTT,2018-06-04,2018-09-02
Drama Dogs,0.75,1,4,0.2,Lylo,LilDraM,Strik3r,mdn,Mala,2018-06-04,2018-09-02
Dignitas,1.11,40,20,0.6666666666666666,ptr,mitch,Infinite,ryx,Grim,2018-06-04,2018-09-02
fightclub,0.95,9,10,0.4736842105263158,DH,b0bbzki,BENDJI,robiin,shadow,2018-06-04,2018-09-02
Lynn Vision,0.99,2,2,0.5,Xg,Aree,JXS,Tserof,stark,2018-06-04,2018-09-02
PANTHERS,0.94,6,10,0.375,JDC,Bernard,DuDe,Clash,ReacTioNNN,2018-06-04,2018-09-02
MaG PuneF1ve,0.84,1,3,0.25,NeverGiv3uP,RSN,Siz3,Karam1L,vel0city,2018-06-04,2018-09-02
MAX,0.76,6,10,0.375,s550,yzl1,dmm,Lamplight,Kixerx,2018-06-04,2018-09-02
Malhar,0.79,0,4,0.0,Anakil,HellfightR,ProuD,PokerF,Shabby,2018-06-04,2018-09-02
Vitória,0.79,2,5,0.2857142857142857,sir,b4rtiN,zeckky,bNhardneja,avinhow,2018-06-04,2018-09-02
Big 5,0.99,4,3,0.5714285714285714,kustoM,Spartan,Konvict,LighteRTZ,bLazE,2018-06-04,2018-09-02
Finesse,0.83,2,7,0.2222222222222222,Endr,burk,MozzieAu,haidy,Tammer,2018-06-04,2018-09-02
ROAR,0.78,2,13,0.13333333333333333,W1nd,Ethan,FIOURN,V4D1M,fed9,2018-06-04,2018-09-02
OpTic India,1.2,7,1,0.875,Marzil,yb,Antidote,forsaken,haiVaan,2018-06-04,2018-09-02
Entity,1.12,10,8,0.5555555555555556,HellrangeR,Amaterasu,DeathMakeR,HuNtR,Excali,2018-06-04,2018-09-02
Aequus,1.24,3,0,1.0,ZENCER,flameZ,shushan,anarkez,Meow,2018-06-04,2018-09-02
Evilvice,1.21,10,1,0.9090909090909092,akz,rochet,LEEROY,Tio,fara,2018-06-04,2018-09-02
2ez,0.98,7,6,0.5384615384615384,Recoilmaster,PoKI,BaDMaN,Rex,t1to,2018-06-04,2018-09-02
NOM,0.8,0,3,0.0,adamz,BluePho3nix,kenzo,LASTONE,infront,2018-06-04,2018-09-02
BTRG,0.89,7,14,0.3333333333333333,lan,start,AJ,B1NGO,Jun9le,2018-06-04,2018-09-02
dreamWorse,0.8,3,9,0.25,tt,g0d,Dimas,cryo,dukka,2018-06-04,2018-09-02
Invictus,0.99,7,5,0.5833333333333334,ManaN,ribbi,pashasahil,BinaryBUG,blackhawk,2018-06-04,2018-09-02
Brutality,0.87,2,6,0.25,RiX,V3nom,Juventa,astaRR,spy,2018-06-04,2018-09-02
EPG,0.87,9,23,0.28125,tr3vl,hooch,voidex,El1an,malik,2018-06-04,2018-09-02
Andes,0.95,8,18,0.3076923076923077,mnzd,FiReMaNNN,Proxure,alejandrinho,L!nKz^,2018-06-04,2018-09-02
New4,0.81,1,5,0.16666666666666666,Mi5ERY,Tank,Franke19,Despair,Zico,2018-06-04,2018-09-02
Lucid Dream,1.0,11,9,0.55,Leaf,Niffy,wannafly,JUSTCAUSE,zendy,2018-06-04,2018-09-02
ATE,0.96,4,6,0.4,RiTz,Busterrr,Kappa,Fox,bogeymanh,2018-06-04,2018-09-02
WE HAWT,1.09,3,3,0.5,nicoodoz,derciak,conoR,Boaster,fleav,2018-06-04,2018-09-02
5balls,0.81,4,22,0.15384615384615385,RuFire,Art1st,1mpala,Ax1Le,CHEHOL,2018-06-04,2018-09-02
Energy,1.64,6,0,1.0,kanii,blackpoisoN,MisteM,flexeeee,Domsterr,2018-06-04,2018-09-02
Bragantino,0.76,1,4,0.2,koé,SoweLL,CJ,drg,msr,2018-06-04,2018-09-02
Resurgence,0.81,0,1,0.0,fal.,DeCapitate,LEXY,Divine,ZesBeeW,2018-06-04,2018-09-02
nxl,0.76,1,4,0.2,soifong,fl1pzjder,klipp,frgd,RiseN,2018-06-04,2018-09-02
Atlando,0.67,0,1,0.0,oskarJ,MjAAY,dfect,Sikrow,Chr1s,2018-06-04,2018-09-02
TheMongolz,0.92,2,6,0.25,ncl,maaRaa,nin9,neuz,hang4u,2018-06-04,2018-09-02
Beyond,1.09,15,14,0.5172413793103449,Olivia,stk,Geniuss,TOR,cbbk,2018-06-04,2018-09-02
AGF,0.9,0,1,0.0,TMB,Kristou,blaq,zeq,CeyL,2018-06-04,2018-09-02
Odense,0.6,0,1,0.0,t0mmyy,zyloN,Trixit,Meldola,Typos,2018-06-04,2018-09-02
InControl,0.94,2,4,0.3333333333333333,Reagan,mistivZ,ShoukR,curry,figment,2018-06-04,2018-09-02
LoudNClear,0.85,0,2,0.0,BlackJack,haaKii,fpzl,SchameeN,Puaka,2018-06-04,2018-09-02
Virtue,1.26,34,6,0.85,KHTEX,DeStiNy,land1n,tatazin,PKL,2018-06-04,2018-09-02
Jaguar,1.54,4,0,1.0,malbsMd,0ng0wa,VAATI,andrewd-,WIDOW,2018-06-04,2018-09-02
disADVANCtagED,0.79,0,4,0.0,roa,Harley,Waddep,grey,cxzi,2018-06-04,2018-09-02
Epic Stomper,0.61,0,2,0.0,bdrl,Ryuuftw,M3TRiX,fZ kaiser,ACE,2018-06-04,2018-09-02
XUXAN,0.92,2,2,0.5,mkn,tutu1,MARIOOO,INNATO,gianco,2018-06-04,2018-09-02
Ignis,0.94,1,3,0.25,RIPablo Escobar,hornet,neth,oitaN,Norisen,2018-06-04,2018-09-02
Great Danes,0.9,3,2,0.6,LATINOBOMBEN,raalz,alexsomfan,quiNz,rtA,2018-06-04,2018-09-02
5POWER,1.09,25,16,0.6097560975609756,xiaosaGe,QKA,dobu,kabal,shuadapai,2018-06-04,2018-09-02
Chiefs Academy,0.86,1,5,0.16666666666666666,moojuice,Hazz,ino,ekul,pili,2018-06-04,2018-09-02
BOOT-d[S],1.04,30,25,0.5454545454545454,Benkai,Tommy,ImpressioN,splashske,Bobosaur,2018-06-04,2018-09-02
punktexe,0.75,0,1,0.0,dottie,xype,flawless,esneic,phzy,2018-06-04,2018-09-02
PACT,0.99,12,14,0.4615384615384616,lunAtic,darko,MOLSI,Vegi,koyot,2018-06-04,2018-09-02
ex-Wild,1.0,5,6,0.4545454545454545,landic,rAncrow,BRNZ1K,GYZER,DANVIET,2018-06-04,2018-09-02
Middle East,0.93,0,1,0.0,SpectruM,kobruh,Fade,TKC,KuF,2018-06-04,2018-09-02
Spot Up,0.91,0,1,0.0,ky0,Jm0,Tucker,Bunny,WITCHER,2018-06-04,2018-09-02
Texas,0.76,0,1,0.0,FOWL,JONESY,Goof,clouds,B1G_Millz,2018-06-04,2018-09-02
Velocity,0.99,5,2,0.7142857142857143,AB,Fiziq,retchy,tropiiical,XotiC,2018-06-04,2018-09-02
Goomba Squad,0.62,0,1,0.0,GodlyV,Swoozy,Wolffe,Top^,malbsMd,2018-06-04,2018-09-02
Atlants,0.85,1,2,0.3333333333333333,Polt,TRAVIS,zorte,glowiing,la3euka,2018-06-04,2018-09-02
EHOME,1.07,18,16,0.5294117647058824,SLOWLY,Marek,Insane,Karsa,ayaya,2018-06-04,2018-09-02
Avalanche,0.95,9,17,0.3461538461538461,remix,crt,faintz,dok,dug,2018-06-04,2018-09-02
Vexed,0.86,9,19,0.32142857142857145,quix,VANITY,ozzy,pickles,truth,2018-06-04,2018-09-02
Hype,0.66,1,3,0.25,1faiscaX,soni,t.,v1xen,drg,2018-06-04,2018-09-02
MALCO,1.0,2,2,0.5,Feagleyy,Warden,UGARR,discplex,ayriks,2018-06-04,2018-09-02
MightyWolves,0.94,4,3,0.5714285714285714,kykaho,Emis2,msn,d3k,keen,2018-06-04,2018-09-02
XRM,0.56,0,2,0.0,s1ckx,portuga,impax,ptw,HEAvY,2018-06-04,2018-09-02
deprEST,0.89,1,4,0.2,Skeeezy,endicate,Sylvyrrocks,reN,GOODmAn,2018-06-04,2018-09-02
Wolsung,1.33,4,0,1.0,GekoNs,hyskeee,YEKINDAR,rAW,krii,2018-06-04,2018-09-02
MauRiSiO,0.6,0,1,0.0,OMG,HUMANZ,Ergasster,sc4rx,thinkii,2018-06-04,2018-09-02
RAVE,0.98,0,1,0.0,AKIMOV,svyat,Kas9k,BAS,krecker,2018-06-04,2018-09-02
Underdogs,0.85,3,5,0.375,lesswill,treaNt,JACKPOT,TaLkeR,Wierd_1k,2018-06-04,2018-09-02
no u,0.74,0,1,0.0,Gustav,yaru,RUSSELL_WESTBROOK,jazz,DankNasty,2018-06-04,2018-09-02
Fam143,0.98,14,13,0.5185185185185185,NEX,opportunity,LaffyTs,Anzoh,Siberia,2018-06-04,2018-09-02
Living Like Larry,0.68,0,1,0.0,Zxav,nyuu,Laxufy,stealthy,Rebo,2018-06-04,2018-09-02
CyberZen,1.09,33,16,0.6734693877551021,Savage,tb,HZ,Viva,Monster,2018-06-04,2018-09-02
MiTH,0.87,4,6,0.4,PTC,koNgared,CigaretteS,ViperDemon,JinNy,2018-06-04,2018-09-02
SCARZ Absolute,0.91,15,20,0.42857142857142855,crow,takej,barce,Laz,poem,2018-06-04,2018-09-02
Ange's Big Toe,0.89,3,4,0.42857142857142855,dopamine,fluxvx,senx,Slash,Ange,2018-06-04,2018-09-02
GoodJob,1.05,41,31,0.5694444444444444,SADZED,dOBRIY,boX,fnyekes,Coffee,2018-06-04,2018-09-02
Fragsters,0.97,28,31,0.4745762711864407,dragonfly,torben,stavn,refrezh,Bubzkji,2018-06-04,2018-09-02
anime savants,1.08,8,5,0.6153846153846154,duz,vanilla,ju1ces,flaw,pan1K,2018-06-04,2018-09-02
Nordavind,0.96,15,22,0.40540540540540543,hallzerk,zEVES,Radifaction,becker,ztk,2018-06-04,2018-09-02
DenDD,0.91,0,2,0.0,twist,robiin,dumz,BENDJI,DH,2018-06-04,2018-09-02
Furious,0.93,14,16,0.4666666666666667,meyern,max,Andrew,dillion,pablusa,2018-06-04,2018-09-02
Bulldozer,0.9,6,15,0.2857142857142857,FATAL,vhz,segalla,luk,gust,2018-06-04,2018-09-02
TRIDENT,0.93,5,13,0.2777777777777778,m4jor,Greg,Teal,skrawL,Spesh,2018-06-04,2018-09-02
iNTACT,1.07,9,12,0.42857142857142855,Noxio,Swahn,Shakezullah,Turismo,optimus,2018-06-04,2018-09-02
RESOLUTE,1.13,12,10,0.5454545454545454,food,TenZ,Toy,vSa,s0m,2018-06-04,2018-09-02
INTZ,0.99,9,10,0.4736842105263158,ossada,rafa,AlaNDieg0R,sutecas,kenshex,2018-06-04,2018-09-02
Truth,0.9,0,1,0.0,ohkee,amnesia,phean,1koala,rusteezzz,2018-06-04,2018-09-02
small meats,0.87,1,2,0.3333333333333333,L0NER,jcrueL,Arbiter,sfX,Temperature,2018-06-04,2018-09-02
FURIA,1.04,16,11,0.5925925925925926,arT,yuurih,VINI,KSCERATO,spacca,2018-06-04,2018-09-02
CERUS,0.96,2,4,0.3333333333333333,JMZ,cjb,thurnis,lenon,Blakers,2018-06-04,2018-09-02
Movistar Riders,0.98,16,17,0.4848484848484849,mopoz,dragunov,donQ,MUTiRiS,meisoN,2018-06-04,2018-09-02
Bull,0.96,6,9,0.4,DmL,danoco,kLv,pavel,LeoGOD,2018-06-04,2018-09-02
FriendlyFire,1.05,12,9,0.5714285714285714,ScrunK,P4TriCK,alexRr,syken,LyGHT,2018-06-04,2018-09-02
Emprox,0.42,0,2,0.0,Endr,burk,MozzieAu,haidy,Tammer,2018-06-04,2018-09-02
Guerrilla Tactics,0.88,8,10,0.4444444444444444,ALEKSANDAR,ReckMONSTER,b33f,FIEND,Ematics,2018-06-04,2018-09-02
Business 5,1.13,5,4,0.5555555555555556,Surreal,Boaster,CRUC1AL,Kryptix,kioShiMa,2018-06-04,2018-09-02
Get Rekt,0.65,0,2,0.0,Prophet,cursed,refuse,mini-jazzo,designer,2018-06-04,2018-09-02
Vision,1.08,35,22,0.6140350877192983,kaboose,Spongey,floppy,huynh,lanhero,2018-06-04,2018-09-02
Flash,1.08,17,11,0.6071428571428571,Summer,Freeman,Attacker,zhokiNg,LOVEYY,2018-06-04,2018-09-02
Fierce,0.77,0,2,0.0,HyPe,fzaN,em1N,Swaggy,kpiz,2018-06-04,2018-09-02
WMGC,0.59,0,2,0.0,forward,hypnoz,realist,fresh,Another,2018-06-04,2018-09-02
Virtus.pro,1.03,20,22,0.4761904761904762,NEO,byali,MICHU,pashaBiceps,morelz,2018-06-04,2018-09-02
ENCE,1.1,50,25,0.6666666666666666,allu,Aerial,sergej,xseveN,Aleksib,2018-06-04,2018-09-02
Cloud9,0.95,9,16,0.36,Skadoodle,RUSH,autimatic,STYKO,Golden,2018-06-04,2018-09-02
DEEZ NUTS,0.84,3,3,0.5,jrz,repo,morelz,EXUS,SOON,2018-06-04,2018-09-02
AVANGAR,1.17,45,15,0.75,KrizzeN,buster,qikert,Jame,fitch,2018-06-04,2018-09-02
wrsrule,0.45,0,1,0.0,Scottiyio,Reagan,shaw,figment,wrsrule,2018-06-04,2018-09-02
Equals,1.12,2,3,0.4,ZINKEN,nawwk,Plopski,BARBARR,Bååten,2018-06-04,2018-09-02
