Name,KD,Wins,Losses,Winning_Percentage,Player_1,Player_2,Player_3,Player_4,Player_5,Start_Date,End_Date
Nordavind,1.09,11,7,0.6111111111111112,ztk,becker,hallzerk,Radifaction,RoSeY,2018-03-06,2018-06-04
NRG,1.15,71,29,0.71,Brehze,CeRq,daps,FugLy,Ethan,2018-03-06,2018-06-04
Luminosity,0.96,32,43,0.4266666666666667,yel,PKL,SHOOWTiME,NEKIZ,steel,2018-03-06,2018-06-04
Natus Vincere,1.10,44,23,0.6567164179104478,flamie,s1mple,electronic,Edward,Zeus,2018-03-06,2018-06-04
Fragsters,1.01,39,31,0.5571428571428572,dragonfly,torben,refrezh,Bubzkji,stavn,2018-03-06,2018-06-04
Property,0.94,18,24,0.42857142857142855,kevzy,ZINKEN,Limpone,Jayzwalkingz,Ericip,2018-03-06,2018-06-04
1337HUANIA,1.13,7,3,0.7,Carcass,Aikas,haflex,pounh,Butters,2018-03-06,2018-06-04
ARES,1.12,4,1,0.8,matHEND,MAIDHEN,RobiNasTy,Smyli,JaCkz,2018-03-06,2018-06-04
EYES ON U,0.66,0,1,0.0,RENE,Nino,IamSan,pdy,red,2018-03-06,2018-06-04
Tricked,1.04,30,26,0.5357142857142857,Lukki,AnJ,Console,Inzta,Ryxxo,2018-03-06,2018-06-04
FlipSid3,0.93,8,20,0.2857142857142857,markeloff,wayLander,B1ad3,WorldEdit,lollipop21k,2018-03-06,2018-06-04
Giants,1.06,2,1,0.6666666666666666,Blastinho,KILLDREAM,rmn,alex,arki,2018-03-06,2018-06-04
North,1.04,56,41,0.5773195876288659,MSL,aizy,mertz,valde,Kjaerbye,2018-03-06,2018-06-04
WASD,1.03,9,11,0.45,ViztA,Dodz,sperr,bitchiR,shokz,2018-03-06,2018-06-04
Atlants,1.02,9,9,0.5,ARSENY,Polt,Perfecto,TRAVIS,Koshak,2018-03-06,2018-06-04
Untagged,0.59,0,3,0.0,fxy0,xReal,Jas_x,maou,blitzeN,2018-03-06,2018-06-04
AVANGAR,1.12,95,48,0.6643356643356644,KrizzeN,qikert,dimasick,buster,Jame,2018-03-06,2018-06-04
Nemiga,0.99,37,35,0.5138888888888888,mds,hitMouse,ROBO,roman,fAst,2018-03-06,2018-06-04
pro100,0.99,22,29,0.43137254901960786,Flarich,AiyvaN,def,kenzor,svyat,2018-03-06,2018-06-04
Complexity,1.03,49,49,0.5,yay,dephh,ANDROID,ptr,Slemmy,2018-03-06,2018-06-04
eL'quvet,0.91,5,6,0.45454545454545453,spat1ch,Heyz1ng,iDISBALANCE,la3euka,interz,2018-03-06,2018-06-04
HellRaisers,1.06,45,34,0.569620253164557,ISSAA,bondik,ANGE1,DeadFox,woxic,2018-03-06,2018-06-04
Gravity,0.75,0,4,0.0,KAPARZO,AJTT,Wantyyy,fazen,Blogg1s,2018-03-06,2018-06-04
Rogue,1.06,57,44,0.5643564356435643,SicK,vice,cadiaN,Hiko,gMd,2018-03-06,2018-06-04
Roar,1.72,1,0,1.0,Havoc,deStiny,topguN,INSANITY,InfrequeNt,2018-03-06,2018-06-04
ORDER,1.14,49,18,0.7313432835820896,emagine,Hatz,Liazz,aliStair,Sico,2018-03-06,2018-06-04
ex-Atmosphere,0.78,1,3,0.25,Bl4ckiice,GMAN,Smiley,floppy,BOOBIE,2018-03-06,2018-06-04
Prospects,0.76,1,3,0.25,JoshRT,mahone,richie,vberg,hero,2018-03-06,2018-06-04
Isurus,0.97,32,30,0.5161290322580645,Noktse,1962,nbl,NikoM,Straka,2018-03-06,2018-06-04
C4,0.94,24,37,0.39344262295081966,Tuurtle,kaiG,LeoGOD,WOOD7,kenshex,2018-03-06,2018-06-04
Yeah,1.06,56,38,0.5957446808510638,bld,zqkS,xand,dukeN,delboNi,2018-03-06,2018-06-04
Bulldozer,0.94,8,17,0.32,segalla,kNs,FATAL,tge,vhz,2018-03-06,2018-06-04
Deceptors,0.89,0,1,0.0,mattcd,konii,gotz,JD,YetiBacon,2018-03-06,2018-06-04
Chiefs,1.11,31,23,0.5740740740740741,tucks,Texta,sterling,flickz,malta,2018-03-06,2018-06-04
Ground Zero,0.92,12,22,0.35294117647058826,willyKS,Xtinct,Kaotik,apocdud,majestic,2018-03-06,2018-06-04
Liquid,1.09,52,30,0.6341463414634146,nitr0,NAF,EliGE,Twistzz,TACO,2018-03-06,2018-06-04
AVANT,0.91,4,13,0.23529411764705882,HaZR,kyoto,sonic,InfrequeNt,mizu,2018-03-06,2018-06-04
Brute,0.74,1,2,0.3333333333333333,capseN,daxen,leckr,kinzo,MAXX.,2018-03-06,2018-06-04
AGO,0.99,76,63,0.5467625899280576,Furlan,GruBy,phr,snatchie,TOAO,2018-03-06,2018-06-04
Spirit,1.07,54,35,0.6067415730337079,sdy,S0tF1k,COLDYY1,Dima,DavCost,2018-03-06,2018-06-04
SK,1.02,36,31,0.5373134328358209,coldzera,fer,FalleN,boltz,Stewie2K,2018-03-06,2018-06-04
DreamEaters,0.90,9,23,0.28125,VladY,speed4k,CHEHOL,minse,Leo,2018-03-06,2018-06-04
eUnited,1.07,47,33,0.5875,dapr,Relyks,dazzLe,Ace,moose,2018-03-06,2018-06-04
OpTic,1.01,38,36,0.5135135135135135,cajunb,k0nfig,gade,ShahZaM,stanislaw,2018-03-06,2018-06-04
FLuffy Gangsters,0.89,7,11,0.3888888888888889,sh1ro,nafany,aNsavage,KlyDeep,eQuake,2018-03-06,2018-06-04
OFFSET,0.91,1,4,0.2,zlynx,RIZZZ,stadodo,JUST,pr,2018-03-06,2018-06-04
ZODIACS,0.44,0,1,0.0,Niiso,f0xy,Merca,HighKitty,rUFY,2018-03-06,2018-06-04
x6tence,0.88,3,6,0.3333333333333333,HUMANZ,FlipiN,NaOw,MusambaN1,JonY BoY,2018-03-06,2018-06-04
eXtatus,0.88,7,23,0.23333333333333334,queztone,ZEDKO,MonttY,frozen,DEV7L,2018-03-06,2018-06-04
mousesports,1.04,58,40,0.5918367346938775,chrisJ,ropz,suNny,oskar,STYKO,2018-03-06,2018-06-04
Conquer,0.85,1,2,0.3333333333333333,Samppa,sNOBI,doto,Twixie,dreamer,2018-03-06,2018-06-04
Space Soldiers,1.09,61,30,0.6703296703296703,ngiN,XANTARES,MAJ3R,paz,Calyx,2018-03-06,2018-06-04
LiNE5 Academy,0.81,0,2,0.0,lrz,din0,invul,pbf1,gut0,2018-06-04,2018-09-02
isaGOD,0.67,0,2,0.0,kden,cyr,burd,neska,heretic,2018-06-04,2018-09-02
Gameworks,0.77,0,2,0.0,y0d0,p4v,SunDead,Fantak,awverthinkeR,2018-06-04,2018-09-02
hatersg0nnahate,0.92,1,2,0.3333333333333333,t3h f4rm3r,Gux,malle,maektig,wacky,2018-06-04,2018-09-02
Nightmare,0.74,0,2,0.0,krypt,TheWorst,Valbard,Loai,Juggernaut,2018-03-06,2018-06-04
fproject,0.79,0,1,0.0,KaDaZ,vigg0,siNde,dfen,notaN,2018-06-04,2018-09-02
iNTACT,1.18,2,2,0.5,Scottiyio,Noxio,Swahn,Shakezullah,optimus,2018-03-06,2018-06-04
Swole Patrol,1.02,41,36,0.5324675324675324,SileNt,Zellsis,Cooper-,freakazoid,ryann,2018-03-06,2018-06-04
Gameworks,1.05,2,0,1.0,y0d0,p4v,SunDead,Fantak,awverthinkeR,2018-03-06,2018-06-04
Rapid,0.95,0,2,0.0,rAre,Ebeee,fr1,Cypez,Pogba,2018-03-06,2018-06-04
Whatever It Takes,0.65,0,4,0.0,iRONMAN,sherv,btk,BooMie,Arbiter,2018-03-06,2018-06-04
Bravado,0.95,23,26,0.46938775510204084,Fadey,Sonic,Detrony,JT,ELUSIVE,2018-03-06,2018-06-04
Dignitas,0.87,14,36,0.28,Grim,mitch,Voltage,a2z,roca,2018-03-06,2018-06-04
Geostorm,0.67,0,2,0.0,retrQ,JackZ,Hiki,Kwong,devastation,2018-03-06,2018-06-04
eSuba,0.97,0,1,0.0,luko,Fraged,Pechyn,benq1,SHOCK,2018-06-04,2018-09-02
o9,1.35,2,0,1.0,Slice,RiSk,Matzera,havoK,P3PS,2018-03-06,2018-06-04
iConic[5],0.74,0,2,0.0,str1keR,JOXY,Risky,sadeNNN,a1og,2018-06-04,2018-09-02
ArchNemesis,0.66,0,2,0.0,n1ex,Lyrixe,Viking,Ninjas,RayaN,2018-06-04,2018-09-02
o9,1.09,3,2,0.6,Slice,RiSk,Matzera,havoK,P3PS,2018-06-04,2018-09-02
Arte et Marte,1.02,4,3,0.5714285714285714,derciak,rigoN,shaney,ZEN,shadow,2018-06-04,2018-09-02
Sad Story,0.79,0,1,0.0,crazyface,Sayoko,Naimres,RaiNy,Dark,2018-06-04,2018-09-02
EnVyUs Academy,0.91,2,4,0.3333333333333333,Lambert,Polox,mistou,Fuks,Faris,2018-06-04,2018-09-02
Invictus Aquilas,0.79,0,1,0.0,WHitE,GEOHYPE,starkiller,TheOne,KunKKa,2018-06-04,2018-09-02
RUSH B,0.60,0,2,0.0,HOUNGOUNGAGNE,Happy,bramz,mistou,Lambert,2018-06-04,2018-09-02
top100,0.86,2,2,0.5,HooXi,roeJ,BERRY,holzt,smF,2018-06-04,2018-09-02
Gucci Squad,0.81,1,2,0.3333333333333333,nakaznoi ,alfa,Delpha,Effect,Templ ,2018-06-04,2018-09-02
Wise,0.79,0,4,0.0,N4j,Cryptic,calamity,n0name,Ghoul,2018-06-04,2018-09-02
Galactica,0.83,1,3,0.25,Chiswell,dugan,Bz,tama,Jabba,2018-06-04,2018-09-02
tradigt,0.46,0,1,0.0,Sebwel,shrew,tease,pewpew,k0mplex,2018-06-04,2018-09-02
Asterion,0.91,0,1,0.0,Xaisty,SandeN,Fearoth,buue,Gauthierlelelele,2018-06-04,2018-09-02
Magicians,0.88,1,2,0.3333333333333333,kamil,El Patron,larsen,supra,xek,2018-06-04,2018-09-02
HOLLYWOOD,0.99,6,7,0.46153846153846156,redhide,1uke,DarkS1DE,Jyo,rommi,2018-06-04,2018-09-02
kindergarden,1.01,0,1,0.0,Ortel,hades,frz,exhie,Czapel,2018-06-04,2018-09-02
Universe,0.66,0,1,0.0,LucasP,The eLiVe,Lastík,Mix,Levi,2018-06-04,2018-09-02
AllTheStars,0.93,4,5,0.4444444444444444,crank,sXe,SEMINTE,slaxz-,fredi,2018-06-04,2018-09-02
Berzerk,0.94,1,2,0.3333333333333333,SolEk,dav1dK,OKOLICIOUZ,tahsiN,MALI,2018-06-04,2018-09-02
RivaL,0.71,1,2,0.3333333333333333,1flick,1Mikey,kuba,4pack,Swisher,2018-06-04,2018-09-02
NoNamers,0.75,0,2,0.0,Fade,TKC,Vipe,Perspective,DankNasty,2018-06-04,2018-09-02
GODSENT,0.87,1,2,0.3333333333333333,twist,hampus,disco doplan,freddieb,feddan,2018-06-04,2018-09-02
MDL Jammers,0.79,2,3,0.4,AB,Fiziq,theTRUTH,retchy,vek,2018-06-04,2018-09-02
GamePub,0.75,0,1,0.0,shev,juricM,Zer0X,WYRR,Maden,2018-06-04,2018-09-02
Team East,0.86,0,1,0.0,DD,Summer,Attacker,BnTeT,somebody,2018-06-04,2018-09-02
SK,1.12,8,4,0.6666666666666666,coldzera,fer,FalleN,boltz,Stewie2K,2018-06-04,2018-09-02
Vex,0.82,0,4,0.0,mYR,daen,MajkelN1,Szejn,Miloszek,2018-06-04,2018-09-02
HD,0.91,0,2,0.0,Krush,NOPEEJ,snapy,jay,HIDDEN,2018-06-04,2018-09-02
Panthers,0.88,1,2,0.3333333333333333,NABOWOW,psh,whatz,obj,dixon,2018-06-04,2018-09-02
Pompa,0.95,3,3,0.5,ponczek,oskarish,crank,peet,mono,2018-06-04,2018-09-02
Team West,1.15,1,0,1.0,GeT_RiGhT,pashaBiceps,f0rest,s1mple,ScreaM,2018-06-04,2018-09-02
Esi Pirmais,0.99,1,2,0.3333333333333333,Daze,Interex,FreakY,Mackapag,Hutler,2018-06-04,2018-09-02
Born Again Hard,0.71,0,2,0.0,Slemmy,oBo,dsr,s0m,no_one,2018-06-04,2018-09-02
Property,0.66,0,1,0.0,kevzy,ZINKEN,Limpone,Jayzwalkingz,Ericip,2018-06-04,2018-09-02
IvrigaFingrar,0.93,0,1,0.0,t3h f4rm3r,malle,maektig,wacky,darti,2018-06-04,2018-09-02
Dark Origin,0.82,0,1,0.0,danno,OzA,zYNC,CeyL,zeq,2018-06-04,2018-09-02
zZzZz,0.85,0,1,0.0,ragga,tabz,Blytz,Lenny,iM,2018-06-04,2018-09-02
Aimhaus,0.99,2,3,0.4,shield,UGARR,nopper,discplex,outwerk,2018-06-04,2018-09-02
Crystal Vision,0.67,0,2,0.0,Aluminium,joshnl,ColeUP,battery,D0ffy,2018-06-04,2018-09-02
burds treadmill,0.67,0,2,0.0,delphiki,neska,Daemos,cjb,heretic,2018-06-04,2018-09-02
F1-racecar-PEEK,0.96,11,9,0.55,lanhero,huynh,kaboose,tropiiical,Spongey,2018-06-04,2018-09-02
ShotCallers,1.09,3,3,0.5,JOKER,Pogba,Ejram,P3PS,INFESTOR,2018-06-04,2018-09-02
Fear the Reaper,0.9,2,2,0.5,Kasper,Ebeee,Bitchplz,rAre,Flip,2018-06-04,2018-09-02
OTF,0.57,0,1,0.0,fLICK,hoveRR,C4rlito,Moeleley,EEbl3,2018-06-04,2018-09-02
38arbel97ra2,0.98,0,1,0.0,Subz3r0,Viking,fr1,Cypez,bucher1,2018-06-04,2018-09-02
darks1d3,0.65,1,2,0.3333333333333333,M4ver1ck,cHinGii,Alghan1m,Rebdiwow,r1v,2018-06-04,2018-09-02
k0pfsache,0.51,0,6,0.0,hEATZ,Bennet,MoRs.na,kev1nh,adeRa,2018-06-04,2018-09-02
Born,1.09,5,3,0.625,Rustun,PwnAlone,paperboy,motm,zNf,2018-06-04,2018-09-02
Envy,1.01,4,5,0.4444444444444444,SIXER,hAdji,xms,ScreaM,kioShiMa,2018-06-04,2018-09-02
freakss,1.13,6,2,0.75,rooney,varK,LEETROY,b2k,eXPLOSION,2018-06-04,2018-09-02
AfterLife,0.7,0,1,0.0,rushzera,Defective,n1ex,Ninjas,eXPLOSION,2018-06-04,2018-09-02
Levitate,0.85,1,7,0.125,koga,SPERMY,Axed,juice,tyfoon,2018-06-04,2018-09-02
Normal People and Rustun,1.02,1,0,1.0,Rustun,PwnAlone,paperboy,motm,zNf,2018-06-04,2018-09-02
Squirtle Squad,0.94,4,9,0.3076923076923077,tconnors,phantom,L0NER,djay,stellar,2018-06-04,2018-09-02
Bajini Puleni,0.82,1,5,0.16666666666666666,DiMKE,Dav,k1Ng0r,JORDAN,dEE,2018-06-04,2018-09-02
GameAgents,0.99,1,2,0.3333333333333333,Barcode,gabesson,kolor,fleav,kory,2018-06-04,2018-09-02
Spawn,0.79,0,2,0.0,Stev0se,Niko,DENZSTOU,QZIANNN,knukk,2018-06-04,2018-09-02
Reflex,0.94,0,2,0.0,PlesseN,djL,FREDDyFROG,Bååten,Relaxa,2018-06-04,2018-09-02
Team coldzera,0.76,0,2,0.0,coldzera,Stewie2K,gAuLeS,pava,KIKOOOO,2018-06-04,2018-09-02
Gravity,1.0,2,2,0.5,KAPARZO,AJTT,Wantyyy,fazen,Blogg1s,2018-06-04,2018-09-02
tomorrow,1.13,9,3,0.75,JaKu,morelz,kaper,mynio,SZPERO,2018-06-04,2018-09-02
Brute,0.87,0,2,0.0,capseN,daxen,leckr,kinzo,MAXX.,2018-06-04,2018-09-02
XD,0.9,0,2,0.0,rko,zyored,ZED,NIO,beastik,2018-06-04,2018-09-02
eXtatus,1.03,4,1,0.8,queztone,frozen,ZEDKO,MonttY,DEV7L,2018-06-04,2018-09-02
Team FalleN,1.32,2,0,1.0,fer,FalleN,boltz,btt,pred,2018-06-04,2018-09-02
Armada,0.92,4,8,0.3333333333333333,Jm0,Tucker,Bunny,zecK,ky0,2018-06-04,2018-09-02
eZaF,0.98,1,2,0.3333333333333333,moojuice,Hazz,ino,ekul,pili,2018-06-04,2018-09-02
NOBO,1.06,15,9,0.625,JiNKZ,Maka,Lucky,Davidp,Adlane,2018-06-04,2018-09-02
The Entourage,0.89,11,11,0.5,Xp3,RIKO,crashies,aproto,tex,2018-06-04,2018-09-02
ex-Mentality,0.83,1,1,0.5,SPAMMER,KmZ,gizie,Powerzz,droid,2018-06-04,2018-09-02
Alpha Wolves,0.78,0,2,0.0,beats,hadrok,artemio,zock,Guepard,2018-06-04,2018-09-02
boxr,0.99,6,14,0.3,reltuC,Drone,SEMPHIS,DAVEY,fejtZ,2018-06-04,2018-09-02
my friends,0.97,0,1,0.0,SkrubWrecker,cHEEtur,mcs,will,Rich,2018-06-04,2018-09-02
Ex-Rejected,1.01,7,6,0.5384615384615384,LEEROY,Tio,fara,akz,TK,2018-06-04,2018-09-02
On The Run,0.71,0,1,0.0,Voided,iigLu,mizeQ,squidah,benG,2018-06-04,2018-09-02
mCon,0.94,2,3,0.4,kzealos,ketchup,Teddy,SkillmasjineJJ,yNc,2018-06-04,2018-09-02
Sector One,0.91,1,2,0.3333333333333333,Lenny,v1d,Masti,ALEXJ,smogger,2018-06-04,2018-09-02
Wildcats,0.96,2,4,0.3333333333333333,negroNE,Andru,Klauss,gr3eps,alejandrinho,2018-06-04,2018-09-02
Anunnaki,0.6,0,2,0.0,yotes,juntucha,Momonga,s;nA!,Mache,2018-06-04,2018-09-02
Freedom 35,1.01,19,14,0.5757575757575758,Jonji,food,TenZ,4sh0t,Toy,2018-06-04,2018-09-02
thnakes,0.89,1,1,0.5,cardiac,hades,MARIO,manTa,effys,2018-06-04,2018-09-02
Dark Sided,0.83,4,14,0.2222222222222222,YDNA,Noisia,sK,void,James,2018-06-04,2018-09-02
Vega Squadron,0.97,3,2,0.6,jR,crush,chopper,hutji,tonyblack,2018-06-04,2018-09-02
EMC,0.68,0,2,0.0,hypathor,chancehangtsz,fagger,TunGY,dre9,2018-06-04,2018-09-02
Scourge of Gods,0.73,0,1,0.0,Diesen,kani,temk4wow,Tsogoo,risen,2018-06-04,2018-09-02
D13,0.59,0,1,0.0,tamir,shinobi,world,nex1,neuz,2018-06-04,2018-09-02
The Pioneers,0.92,17,18,0.4857142857142857,Oderus,CONNOR93,seb,MAiNLiNE,wrath,2018-06-04,2018-09-02
MKERS,1.04,3,2,0.6,codyxer,biohazard,kreaz,Thomas,cla,2018-06-04,2018-09-02
GODLIKE,0.95,0,2,0.0,kajn,hytteN,pnq,uQlutzavr,REGIK,2018-06-04,2018-09-02
LONDONGG,0.86,2,2,0.5,Wild Joe,z0rchy,sakova,dubiq,elmo,2018-06-04,2018-09-02
HEADSHOTBG,0.78,0,4,0.0,ayrtoN1,Rainwaker,topkek,dennyslaw,dream3r,2018-06-04,2018-09-02
OutPlayed,0.8,1,4,0.2,dudley,aerialz,grigua,xKille,PALM1,2018-06-04,2018-09-02
MAXISAUCISSE,0.64,0,4,0.0,MAIDHEN,RobiNasTy,matHEND,Smyli,JaCkz,2018-06-04,2018-09-02
Control,0.88,2,12,0.14285714285714285,klebz,Aycer,gotz,husK,mattcd,2018-06-04,2018-09-02
24BHB,0.66,0,2,0.0,cLb,NoMEz,stalker398,d@rklord,huyak,2018-06-04,2018-09-02
Deceptors,0.85,1,3,0.25,mattcd,gotz,JD,YetiBacon,konii,2018-06-04,2018-09-02
2990,0.35,0,1,0.0,H4wK,kaz,Shooter4st,xetN,mika,2018-06-04,2018-09-02
FLuffy Gangsters,0.86,2,3,0.4,sh1ro,nafany,aNsavage,KlyDeep,eQuake,2018-06-04,2018-09-02
Goodfellas,0.89,0,1,0.0,huahua,rdmn,TriggerHxppy,NeverCare,Jaeger,2018-06-04,2018-09-02
MorningStars,0.99,2,3,0.4,FUSiON,befree,morphiw0w,Stylahhhhh,simozor,2018-06-04,2018-09-02
Codewise Unicorns,0.84,2,6,0.25,azizz,leman,Crityourface,mepsoN,Falon,2018-06-04,2018-09-02
MK,0.86,4,7,0.3636363636363637,BrN,niki1,shEMETA,spyleadeR,Geko,2018-06-04,2018-09-02
1UP,0.72,2,7,0.2222222222222222,cJaay,nate,Bewgz,exe,INSANITY,2018-06-04,2018-09-02
OFFSET.OMNI,1.23,6,1,0.8571428571428571,Pizituh,JUST,zlynx,obj,ZELIN,2018-06-04,2018-09-02
PUR$i$EURA,0.9,0,3,0.0,RAIMOVORMISTO,peku,Leaf,eDi,r0tta,2018-06-04,2018-09-02
OFFSET,0.96,9,5,0.6428571428571429,RIZZZ,stadodo,pr,zlynx,JUST,2018-06-04,2018-09-02
HEXAGONE,0.99,4,9,0.3076923076923077,Cunha,plat,Misk,sh1zlEE,renatoohaxx,2018-06-04,2018-09-02
XXX,0.9,1,2,0.3333333333333333,hellscream,InfinitY,GENGISLAW,reiz,kks,2018-06-04,2018-09-02
Não Tem Como,0.93,7,12,0.3684210526315789,felps,chelo,kNgV-,bit,fnx,2018-06-04,2018-09-02
conspiracy,0.75,0,2,0.0,deathpuppet,zeckky,luc4som,bNhardneja,avinhow,2018-06-04,2018-09-02
toxic,0.99,4,4,0.5,Duplicate,blink,rafftu,SAVA,poizon,2018-06-04,2018-09-02
KlikTech,0.98,3,4,0.42857142857142855,juanflatroo,gejmzilla,kory,SENER1,HLEB,2018-06-04,2018-09-02
UNITE,0.9,0,4,0.0,AiM,babyface,813,forget,ed101,2018-06-04,2018-09-02
Roar,0.84,1,5,0.16666666666666666,Havoc,deStiny,topguN,InfrequeNt,wizard,2018-06-04,2018-09-02
Victrix,0.54,0,2,0.0,Hinuriseta,Waltteri,JuzBa,Mato,HooD,2018-06-04,2018-09-02
FTW,0.76,0,3,0.0,JAEPE,2EZZZZZZ,Starkj,k3eptz,Jadzz,2018-06-04,2018-09-02
FIVE,0.87,2,4,0.3333333333333333,BlackMamba,smartshi,kelele,Cheater,Zico,2018-06-04,2018-09-02
ACES,0.63,0,2,0.0,FEITAN,ROUKSiE,MIGCOU,Jupeasdasd,MANUUUUU,2018-06-04,2018-09-02
BIG,1.02,18,18,0.5,tabseN,tiziaN,smooya,gob b,nex,2018-06-04,2018-09-02
Fiat,0.74,0,1,0.0,Pixar,OogaBooga69,magnet,lilja,Azioom,2018-06-04,2018-09-02
seadoggs,0.81,3,7,0.3,flaw,breaker,gargoyle,chelleos,ju1ces,2018-06-04,2018-09-02
Downfall,0.86,2,4,0.3333333333333333,Chiswell,dugan,Jabba,Kingfisher,TwistEZ,2018-06-04,2018-09-02
Ex-Thunder Awaken,0.95,2,6,0.25,kevz,Pock,casablancas,BRUNO,tor1towOw,2018-06-04,2018-09-02
MFC,0.94,5,7,0.4166666666666667,Sa7,DeStRoYeR,WyCloud,0i,advent,2018-06-04,2018-09-02
Clutch Solutions,0.95,5,8,0.38461538461538464,Sneaky,joshbM,kuba,agony,4pack,2018-06-04,2018-09-02
Rogue,1.12,25,15,0.625,Hiko,Rickeh,SicK,vice,cadiaN,2018-06-04,2018-09-02
SinnerS,0.91,4,7,0.3636363636363637,starkiller,ShadowStrike,r1d3r,KunKKa,TheOne,2018-06-04,2018-09-02
G2,0.96,8,11,0.42105263157894735,kennyS,SmithZz,bodyy,shox,Ex6TenZ,2018-06-04,2018-09-02
PAPERPLANES,1.03,9,9,0.5,ZER,nawwk,kreaz,grux,ad3m,2018-06-04,2018-09-02
Midwest CS:GO,0.83,0,2,0.0,Trickshot,Pure_Penguinz,m4rz,MistR,carN,2018-06-04,2018-09-02
NewTeam,1.08,7,3,0.7,spaze,Twiksar,fenvicious,lamp,El1an,2018-06-04,2018-09-02
Jurassic Park,0.76,0,2,0.0,riz,M3RC3NARY,PSTUD,Eyece,ayyjay,2018-06-04,2018-09-02
x6tence,0.89,3,6,0.3333333333333333,HUMANZ,FlipiN,NaOw,Ergasster,MusambaN1,2018-06-04,2018-09-02
Dragons,1.08,8,6,0.5714285714285714,enanoks,kanarito,EasTor,bladE,nmt,2018-06-04,2018-09-02
Jail On Shooting,0.98,0,2,0.0,Blytz,Slade,nJ,iM,ragga,2018-06-04,2018-09-02
MAD Lions,0.95,4,6,0.4,Zorrele,TorPe,DeathZz,Vasili,oW^,2018-06-04,2018-09-02
Movistar Riders Blue,0.84,0,3,0.0,exerz,rAmbi,cloud,loco,deLonge,2018-06-04,2018-09-02
Devious ,0.59,0,2,0.0,mnnp,nephh,RedKoh,MyeHvz,Retla,2018-06-04,2018-09-02
SkitLite,1.0,5,8,0.38461538461538464,Aikas,Carcass,haflex,pounh,Butters,2018-06-04,2018-09-02
Asiamix,0.83,1,4,0.2,Ramz1kBO$$,pachanga,fitch,kamaz1k,SNk,2018-06-04,2018-09-02
Free Transfer,1.07,3,1,0.75,HooXi,roeJ,holzt,AnJ,smF,2018-06-04,2018-09-02
aimclub,0.8,0,2,0.0,Ares,edwardMONSTA,REAL,dRAke,princeqq!,2018-06-04,2018-09-02
Ancient,0.83,0,5,0.0,znajder,Barken,Per0N,Jackinho,Kevve,2018-06-04,2018-09-02
The Naive Ones,0.54,0,2,0.0,BEEO,iNERTiA,scoutz,Romsecrets,TRULS,2018-06-04,2018-09-02
Corvidae,0.87,6,14,0.3,pzK!D,CHRiSOAOW,Lightstep,goa,xevR,2018-06-04,2018-09-02
Spirit,1.07,24,19,0.5581395348837209,sdy,S0tF1k,COLDYY1,DavCost,Dima,2018-06-04,2018-09-02
Will to Win,0.85,1,4,0.2,tconnors,L0NER,djay,agM,tweiss,2018-06-04,2018-09-02
Uniquestars,0.95,2,3,0.4,anarkez,LaNrefNi,Nertz,shp3x,ponkt,2018-06-04,2018-09-02
iGame.com,0.87,7,11,0.3888888888888889,xartE,REFLEX,SAGGERTON,KHRN,Twista,2018-06-04,2018-09-02
Boys in Blue,0.84,2,11,0.15384615384615385,mistou,Lambert,Happy,Polox,SIXER,2018-06-04,2018-09-02
Conspiracy,0.93,4,9,0.3076923076923077,KStaar,Dezibel,swede,Ayrez,JD,2018-06-04,2018-09-02
Formidable,0.65,0,1,0.0,INSANITY,cJaay,nate,exe,Bewgz,2018-06-04,2018-09-02
XFORCE,0.85,3,11,0.21428571428571427,impsta,desi,pauLy,KLUMZ,Fighter,2018-06-04,2018-09-02
LeftOut,1.06,7,8,0.4666666666666667,SIXER,hAdji,xms,ScreaM,kioShiMa,2018-06-04,2018-09-02
Prospects,0.82,7,21,0.25,JoshRT,vberg,hero,Strings,richie,2018-06-04,2018-09-02
Titan,0.75,0,2,0.0,CBG,Burn,Texan,m1cks,GodMode,2018-06-04,2018-09-02
doktoRs,0.83,1,2,0.3333333333333333,plx,flainzz,tomy,mawth,hytex,2018-06-04,2018-09-02
BRK,1.29,4,0,1.0,MaLLby,vrK,pr1amo,keiz,BobZ,2018-06-04,2018-09-02
eParadise Angels,0.97,1,2,0.3333333333333333,MAR1ON,ANa,Ju,Missa,KiTTy-KaT,2018-06-04,2018-09-02
Anuncie Aqui,0.59,0,2,0.0,leeh,blty,leopires11,MFerrari10,ship,2018-06-04,2018-09-02
Besiktas,0.72,0,2,0.0,Petra,vilga,juliano,kr4sylya,zAAz,2018-06-04,2018-09-02
Really Old People,0.85,6,13,0.3157894736842105,cardiac,hades,effys,joEL,alter,2018-06-04,2018-09-02
Renegades,1.09,16,14,0.5333333333333333,AZR,USTILO,jks,jkaem,Nifty,2018-06-04,2018-09-02
Morituri,1.35,1,0,1.0,WITCHER,Lylo,LilDraM,Strik3r,mdn,2018-06-04,2018-09-02
BARCELONA,0.97,0,2,0.0,ricz,dan-,mentz,bruttJ,guig0,2018-06-04,2018-09-02
Unknown fe,1.0,3,2,0.6,iLLa,Candy,Kim,HellRose,KllyVe,2018-06-04,2018-09-02
FaMiLiA FaCiN,0.83,2,2,0.5,brunoM,Johnny,torvi420,lzz,BALEROSTYLE,2018-06-04,2018-09-02
UMULUNGI,0.86,0,3,0.0,destroj,Hyper,Markoś,repo,NEEX,2018-06-04,2018-09-02
