Date,Team1,Team2,Map,Team1_Win,Team2_Win
2019-10-23,5POWER,FURIA,Mirage,0,1
2019-10-23,Ground Zero,Buckets,Mirage,1,0
2019-10-23,MIBR,North,Mirage,1,0
2019-10-23,MIBR,North,Overpass,1,0
2019-10-23,fnatic,mousesports,Train,1,0
2019-10-23,mousesports,fnatic,Inferno,0,1
2019-10-22,D13,2990,Mirage,1,0
2019-10-22,NiP,Evil Geniuses,Dust2,1,0
2019-10-23,Virtus.pro,CR4ZY,Train,0,1
2019-10-23,PACT,forZe,Nuke,0,1
2019-10-23,GamerLegion,Spirit,Overpass,0,1
2019-10-23,Heretics,HAVU,Dust2,0,1
2019-10-23,Tricked,BIG,Overpass,0,1
2019-10-23,BIG,Tricked,Dust2,1,0
2019-10-23,Phoenix,HAVU,Nuke,0,1
2019-10-23,HAVU,Phoenix,Inferno,1,0
2019-10-23,Mazaalai,SBC,Inferno,1,0
2019-10-23,Complexity,ATK,Nuke,0,1
2019-10-23,Mazaalai,SBC,Train,1,0
2019-10-23,Phoenix,Heretics,Inferno,1,0
2019-10-23,HAVU,SKADE,Train,0,1
2019-10-23,FURIA,AVANGAR,Inferno,1,0
2019-10-23,AVANGAR,FURIA,Mirage,1,0
2019-10-23,AVANGAR,FURIA,Overpass,0,1
2019-10-23,pro100,Spirit,Mirage,0,1
2019-10-23,GamerLegion,Demise,Dust2,0,1
2019-10-23,Evil Geniuses,Heroic,Inferno,0,1
2019-10-23,Evil Geniuses,Heroic,Overpass,1,0
2019-10-23,Evil Geniuses,Heroic,Nuke,1,0
2019-10-23,Phoenix,SKADE,Inferno,0,1
2019-10-23,Complexity,ATK,Inferno,0,1
2019-10-24,Peeker's Advantage,Ben's Anime Team,Mirage,0,1
2019-10-24,INTZ,Just Swing,Train,1,0
2019-10-24,TeamOne,Mythic,Inferno,1,0
2019-10-24,Monstars,INTZ,Inferno,0,1
2019-10-24,Ben's Anime Team,Bushido Boyz,Inferno,1,0
2019-10-24,D13,Mazaalai,Nuke,1,0
2019-10-24,Mazaalai,D13,Train,1,0
2019-10-24,Mazaalai,D13,Inferno,0,1
2019-10-24,MC,Chiefs,Nuke,0,1
2019-10-24,Ground Zero,madlikewizards,Nuke,1,0
2019-10-24,Jade,Bizarre,Overpass,1,0
2019-10-24,Renegades,Vitality,Mirage,1,0
2019-10-24,Renegades,Vitality,Nuke,1,0
2019-10-24,MIBR,fnatic,Inferno,0,1
2019-10-24,fnatic,MIBR,Mirage,1,0
2019-10-24,SHIFT,D13,Inferno,0,1
2019-10-24,D13,SHIFT,Train,1,0
2019-10-24,Chiefs,madlikewizards,Mirage,1,0
2019-10-24,Ground Zero,ORDER,Mirage,1,0
2019-10-24,Ground Zero,Chiefs,Vertigo,0,1
2019-10-24,Evil Geniuses,FURIA,Mirage,1,0
2019-10-24,Evil Geniuses,FURIA,Train,1,0
2019-10-24,G2,NiP,Dust2,1,0
2019-10-24,G2,NiP,Overpass,1,0
2019-10-24,Unique,forZe,Nuke,0,1
2019-10-24,forZe,Unique,Dust2,1,0
2019-10-24,Copenhagen Flames,Movistar Riders,Nuke,0,1
2019-10-24,fnatic,Vitality,Inferno,1,0
2019-10-24,fnatic,Vitality,Nuke,1,0
2019-10-24,Illuminar,pro100,Overpass,1,0
2019-10-24,NiP,Evil Geniuses,Inferno,0,1
2019-10-24,Evil Geniuses,NiP,Dust2,1,0
2019-10-24,x6tence,Gambit Youngsters,Dust2,0,1
2019-10-24,Nemiga,Virtus.pro,Overpass,1,0
2019-10-24,Nexus,Salamander,Nuke,0,1
2019-10-24,Salamander,Nexus,Mirage,0,1
2019-10-24,Salamander,Nexus,Inferno,1,0
2019-10-24,GamerLegion,Tricked,Overpass,0,1
2019-10-24,AGO,Spirit,Mirage,1,0
2019-10-24,Illuminar,CR4ZY,Nuke,0,1
2019-10-24,HAVU,Demise,Vertigo,0,1
2019-10-24,Gambit Youngsters,Movistar Riders,Inferno,1,0
2019-10-24,Heretics,Nemiga,Mirage,0,1
2019-10-24,forZe,GamerLegion,Inferno,1,0
2019-10-24,PACT,Spirit,Train,0,1
2019-10-24,Tricked,forZe,Vertigo,0,1
2019-10-24,Illuminar,AGO,Train,1,0
2019-10-24,Phoenix,PACT,Inferno,0,1
2019-10-24,Copenhagen Flames,x6tence,Overpass,1,0
2019-10-24,BIG,Astralis,Nuke,0,1
2019-10-24,Astralis,BIG,Dust2,0,1
2019-10-24,Astralis,BIG,Train,1,0
2019-10-24,Dawn of Stars,FATE,Train,0,1
2019-10-24,Dawn of Stars,FATE,Inferno,0,1
2019-10-24,Movistar Riders,Copenhagen Flames,Overpass,0,1
2019-10-24,Copenhagen Flames,Movistar Riders,Train,0,1
2019-10-24,Copenhagen Flames,Movistar Riders,Inferno,1,0
2019-10-24,Liquid,ATK,Dust2,0,1
2019-10-24,ATK,Liquid,Inferno,0,1
2019-10-24,ATK,Liquid,Overpass,0,1
2019-10-25,Ascent,LiViD,Nuke,1,0
2019-10-25,Monstars,Ben's Anime Team,Inferno,0,1
2019-10-25,Big Frames,Peeker's Advantage,Overpass,0,1
2019-10-25,Ben's Anime Team,Rap Gang,Mirage,1,0
2019-10-25,Grayhound,Genuine,Nuke,1,0
2019-10-25,Genuine,Grayhound,Dust2,0,1
2019-10-25,FURIA,Vitality,Mirage,1,0
2019-10-25,Vitality,FURIA,Nuke,0,1
2019-10-25,NiP,MIBR,Train,0,1
2019-10-25,NiP,MIBR,Inferno,1,0
2019-10-25,MIBR,NiP,Mirage,1,0
2019-10-25,Copenhagen Flames,SKADE,Nuke,1,0
2019-10-25,Copenhagen Flames,SKADE,Train,1,0
2019-10-25,fnatic,G2,Overpass,1,0
2019-10-25,G2,fnatic,Dust2,1,0
2019-10-25,fnatic,G2,Mirage,1,0
2019-10-25,NAVI Junior,HellRaisers,Overpass,1,0
2019-10-25,HellRaisers,NAVI Junior,Dust2,0,1
2019-10-25,Gambit Youngsters,HAVU,Overpass,0,1
2019-10-25,HAVU,Gambit Youngsters,Dust2,1,0
2019-10-25,Copenhagen Flames,HAVU,Train,0,1
2019-10-25,HAVU,Copenhagen Flames,Overpass,0,1
2019-10-25,HAVU,Copenhagen Flames,Inferno,0,1
2019-10-25,Renegades,Evil Geniuses,Inferno,0,1
2019-10-25,Evil Geniuses,Renegades,Mirage,1,0
2019-10-25,Falkol,Altima,Mirage,1,0
2019-10-25,Altima,Falkol,Train,0,1
2019-10-26,Chiefs,ORDER,Inferno,1,0
2019-10-26,ORDER,Chiefs,Nuke,0,1
2019-10-26,Howl,9z,Inferno,0,1
2019-10-26,9z,Howl,Mirage,1,0
2019-10-26,Howl,Altima,Inferno,0,1
2019-10-26,TeamOne,Bushido Boyz,Inferno,1,0
2019-10-26,Grayhound,Chiefs,Nuke,1,0
2019-10-26,Chiefs,Grayhound,Dust2,0,1
2019-10-26,FURIA,G2,Vertigo,1,0
2019-10-26,FURIA,G2,Mirage,1,0
2019-10-26,MIBR,Renegades,Inferno,0,1
2019-10-26,MIBR,Renegades,Train,1,0
2019-10-26,Renegades,MIBR,Mirage,1,0
2019-10-26,fnatic,Evil Geniuses,Mirage,1,0
2019-10-26,Evil Geniuses,fnatic,Dust2,1,0
2019-10-26,Evil Geniuses,fnatic,Inferno,1,0
2019-10-26,EsportsAdviser,9INE,Overpass,1,0
2019-10-26,visomvet,pt1SE,Inferno,1,0
2019-10-26,Marskalk,Valorix,Train,1,0
2019-10-26,Ancient,Man of the Year,Nuke,1,0
2019-10-26,FURIA,Renegades,Nuke,1,0
2019-10-26,FURIA,Renegades,Mirage,1,0
2019-10-26,EsportsAdviser,visomvet,Inferno,1,0
2019-10-26,Ancient,Marskalk,Overpass,0,1
2019-10-26,9z,Falkol,Overpass,1,0
2019-10-26,Falkol,9z,Dust2,0,1
2019-10-26,hREDS,Apeks,Mirage,0,1
2019-10-26,Warthox,Copenhagen Flames,Overpass,0,1
2019-10-26,Demise,Ambush,Overpass,0,1
2019-10-26,SMASH,Heretics,Nuke,0,1
2019-10-26,maquinas,NAVI Junior,Train,1,0
2019-10-26,PACT,LDLC,Nuke,1,0
2019-10-26,Domino,AGO,Train,0,1
2019-10-26,Nordavind,Gambit Youngsters,Overpass,1,0
2019-10-26,paiN,Malvinas,Nuke,1,0
2019-10-26,Malvinas,paiN,Overpass,0,1
2019-10-26,Marskalk,EsportsAdviser,Overpass,1,0
2019-10-26,Marskalk,EsportsAdviser,Inferno,0,1
2019-10-26,EsportsAdviser,Marskalk,Train,0,1
2019-10-26,Copenhagen Flames,Apeks,Nuke,1,0
2019-10-26,Heretics,AGO,Inferno,1,0
2019-10-26,Ambush,PACT,Inferno,1,0
2019-10-26,maquinas,Nordavind,Inferno,0,1
2019-10-27,Heretics,North,Overpass,0,1
2019-10-27,fnatic,FURIA,Nuke,1,0
2019-10-27,FURIA,fnatic,Mirage,0,1
2019-10-27,Sprout,Nordavind,Inferno,1,0
2019-10-27,Nordavind,Sprout,Dust2,1,0
2019-10-27,Sprout,Nordavind,Overpass,1,0
2019-10-27,North,Copenhagen Flames,Overpass,0,1
2019-10-27,Copenhagen Flames,North,Mirage,1,0
2019-10-27,Tricked,Sprout,Dust2,1,0
2019-10-27,Sprout,Tricked,Train,1,0
2019-10-27,Tricked,Sprout,Nuke,1,0
2019-10-27,Evil Geniuses,fnatic,Dust2,1,0
2019-10-27,Evil Geniuses,fnatic,Mirage,1,0
2019-10-27,DETONA,Infinity,Overpass,1,0
2019-10-27,BlinkDagger,SG.pro,Nuke,1,0
2019-10-27,DETONA,Infinity,Dust2,1,0
2019-10-27,Syman,Winstrike,Dust2,1,0
2019-10-27,Winstrike,Syman,Inferno,0,1
2019-10-27,FURIA,fnatic,Inferno,1,0
2019-10-27,Ambush,Tricked,Inferno,0,1
2019-10-27,Tricked,Ambush,Train,1,0
2019-10-27,North,Heretics,Inferno,1,0
2019-10-27,Virtus.pro,Copenhagen Flames,Inferno,0,1
2019-10-27,Copenhagen Flames,Virtus.pro,Train,1,0
2019-10-28,internazionale,Ambush,Inferno,1,0
2019-10-27,SG.pro,BlinkDagger,Mirage,1,0
2019-10-28,Last minute,GamerLegion,Overpass,0,1
2019-10-28,eSuba,Windigo,Mirage,1,0
2019-10-27,SG.pro,BlinkDagger,Train,0,1
2019-10-27,DETONA,paiN,Overpass,0,1
2019-10-27,paiN,DETONA,Dust2,1,0
2019-10-28,pro100,Copenhagen Flames,Inferno,0,1
2019-10-28,Copenhagen Flames,pro100,Mirage,1,0
2019-10-28,Espada,SKADE,Train,1,0
2019-10-28,SKADE,Espada,Dust2,0,1
2019-10-28,Gambit Youngsters,Sprout,Dust2,0,1
2019-10-28,Gambit Youngsters,Sprout,Inferno,1,0
2019-10-28,Gambit Youngsters,Sprout,Overpass,1,0
2019-10-28,Hard Legion,Phoenix,Mirage,0,1
2019-10-28,Phoenix,Hard Legion,Overpass,1,0
2019-10-28,Dawn of Stars,Nexus,Overpass,1,0
2019-10-28,Dawn of Stars,Nexus,Inferno,0,1
2019-10-28,Dawn of Stars,Nexus,Train,0,1
2019-10-28,Virtus.pro,mousesports,Overpass,1,0
2019-10-28,Virtus.pro,mousesports,Mirage,1,0
2019-10-28,Japaleno,Movistar Riders,Inferno,0,1
2019-10-28,Heroic,FaZe,Inferno,0,1
2019-10-28,Heroic,FaZe,Nuke,0,1
2019-10-28,Syman,forZe,Dust2,1,0
2019-10-28,forZe,Syman,Inferno,1,0
2019-10-28,Syman,forZe,Mirage,1,0
2019-10-28,FATE,Salamander,Inferno,1,0
2019-10-28,FATE,Salamander,Overpass,1,0
2019-10-28,Illuminar,NAVI Junior,Mirage,1,0
2019-10-28,NAVI Junior,Illuminar,Vertigo,0,1
2019-10-28,fnatic,BIG,Inferno,1,0
2019-10-28,BIG,fnatic,Train,0,1
2019-10-28,HAVU,Phoenix,Train,1,0
2019-10-28,HAVU,Phoenix,Inferno,0,1
2019-10-28,Phoenix,HAVU,Dust2,0,1
2019-10-28,Tricked,North,Inferno,0,1
2019-10-28,North,Tricked,Nuke,0,1
2019-10-28,Tricked,North,Train,1,0
2019-10-28,Pierogi,SMASH,Dust2,0,1
2019-10-28,W7M,RED Canids,Nuke,0,1
2019-10-28,RED Canids,W7M,Overpass,1,0
2019-10-28,eUnited,INTZ,Train,1,0
2019-10-28,eUnited,INTZ,Vertigo,1,0
2019-10-28,forZe,Sprout,Overpass,1,0
2019-10-28,Sprout,forZe,Inferno,1,0
2019-10-28,Sprout,forZe,Train,1,0
2019-10-29,ex-Singularity,TeamOne,Mirage,0,1
2019-10-29,TeamOne,ex-Singularity,Inferno,0,1
2019-10-29,ex-Singularity,TeamOne,Nuke,1,0
2019-10-29,Keyd,paiN,Overpass,1,0
2019-10-29,paiN,Keyd,Vertigo,0,1
2019-10-29,Just Swing,Monstars,Overpass,0,1
2019-10-29,The Quest,MIBR,Vertigo,1,0
2019-10-29,MIBR,The Quest,Mirage,1,0
2019-10-29,The Quest,MIBR,Overpass,0,1
2019-10-29,Ben's Anime Team,TeamOne,Nuke,0,1
2019-10-29,Riot Squad,ATK,Overpass,0,1
2019-10-29,Riot Squad,ATK,Nuke,0,1
2019-10-29,ORDER,ZOOWEEMAMA,Dust2,1,0
2019-10-29,PC419,Bizarre,Mirage,1,0
2019-10-29,Gambit Youngsters,Syman,Dust2,1,0
2019-10-29,Gambit Youngsters,Syman,Inferno,1,0
2019-10-29,eSuba,GamerLegion,Mirage,0,1
2019-10-29,eSuba,GamerLegion,Inferno,1,0
2019-10-29,eSuba,GamerLegion,Dust2,0,1
2019-10-29,SMASH,internazionale,Nuke,1,0
2019-10-29,internazionale,SMASH,Inferno,1,0
2019-10-29,internazionale,SMASH,Dust2,0,1
2019-10-29,Nemiga,AVANGAR,Dust2,0,1
2019-10-29,Virtus.pro,Phoenix,Train,0,1
2019-10-29,HAVU,Spirit,Dust2,0,1
2019-10-29,CR4ZY,Heretics,Nuke,0,1
2019-10-29,Syman,Sprout,Mirage,0,1
2019-10-29,Syman,Sprout,Dust2,0,1
2019-10-29,Movistar Riders,Spirit,Inferno,1,0
2019-10-29,pro100,CR4ZY,Train,0,1
2019-10-29,FaZe,Virtus.pro,Inferno,0,1
2019-10-29,Virtus.pro,FaZe,Mirage,0,1
2019-10-29,Virtus.pro,FaZe,Train,1,0
2019-10-29,Sprout,Gambit Youngsters,Dust2,1,0
2019-10-29,Sprout,Gambit Youngsters,Mirage,0,1
2019-10-29,Gambit Youngsters,Sprout,Overpass,0,1
2019-10-29,ex-Singularity,eUnited,Train,0,1
2019-10-29,ex-Singularity,eUnited,Vertigo,0,1
2019-10-30,INTZ,Ascent,Mirage,1,0
2019-10-30,Riot Squad,Big Frames,Train,1,0
2019-10-30,TeamOne,INTZ,Overpass,0,1
2019-10-30,Rap Gang,Just Swing,Mirage,0,1
2019-10-30,Ben's Anime Team,LiViD,Mirage,1,0
2019-10-30,Bushido Boyz,Monstars,Overpass,0,1
2019-10-30,Peeker's Advantage,Riot Squad,Inferno,0,1
2019-10-30,ORDER,SYF,Nuke,1,0
2019-10-30,Chiefs,Buckets,Mirage,1,0
2019-10-30,Buckets,MC,Vertigo,0,1
2019-10-30,Jade,ZOOWEEMAMA,Overpass,1,0
2019-10-30,Virtus.pro,SMASH,Overpass,0,1
2019-10-30,SMASH,Virtus.pro,Inferno,1,0
2019-10-30,MC,ZOOWEEMAMA,Dust2,1,0
2019-10-30,Heretics,Spirit,Dust2,1,0
2019-10-30,Spirit,Heretics,Nuke,1,0
2019-10-30,Heretics,Spirit,Inferno,1,0
2019-10-30,mousesports,CR4ZY,Nuke,1,0
2019-10-30,mousesports,CR4ZY,Inferno,1,0
2019-10-30,HAVU,Virtus.pro,Inferno,0,1
2019-10-30,Virtus.pro,HAVU,Train,0,1
2019-10-30,Virtus.pro,HAVU,Nuke,1,0
2019-10-30,North,Tricked,Inferno,1,0
2019-10-30,North,Tricked,Train,1,0
2019-10-30,Movistar Riders,Illuminar,Nuke,0,1
2019-10-30,forZe,AGO,Dust2,1,0
2019-10-30,GamerLegion,Phoenix,Inferno,0,1
2019-10-30,Windigo,Winstrike,Vertigo,0,1
2019-10-30,Winstrike,Windigo,Overpass,0,1
2019-10-30,Winstrike,Windigo,Dust2,0,1
2019-10-30,fnatic,Tricked,Nuke,1,0
2019-10-30,fnatic,Tricked,Inferno,1,0
2019-10-30,Nemiga,AGO,Inferno,0,1
2019-10-30,GamerLegion,Heroic,Overpass,0,1
2019-10-30,Heroic,GamerLegion,Vertigo,1,0
2019-10-30,Spirit,HAVU,Nuke,0,1
2019-10-30,HAVU,Spirit,Inferno,0,1
2019-10-30,HAVU,Spirit,Dust2,0,1
2019-10-30,DETONA,Isurus,Nuke,0,1
2019-10-30,Isurus,DETONA,Inferno,1,0
2019-10-30,MIBR,ATK,Mirage,1,0
2019-10-30,MIBR,ATK,Inferno,1,0
2019-10-31,Divine,Ascent,Nuke,1,0
2019-10-31,RED Canids,Keyd,Vertigo,1,0
2019-10-31,Keyd,RED Canids,Train,0,1
2019-10-31,INTZ,Mythic,Train,1,0
2019-10-31,TeamOne,Big Frames,Inferno,1,0
2019-10-31,LiViD,Mythic,Inferno,0,1
2019-10-31,Just Swing,Riot Squad,Dust2,0,1
2019-10-31,MAC-51,Bushido Boyz,Overpass,1,0
2019-10-31,The Quest,Rap Gang,Overpass,1,0
2019-10-31,MAC-51,Just Swing,Dust2,1,0
2019-10-31,Riot Squad,Divine,Inferno,1,0
2019-10-31,Ben's Anime Team,Ascent,Inferno,1,0
2019-10-31,Fallen5,Lucid Dream,Mirage,0,1
2019-10-31,BTRG,BOOT,Nuke,0,1
2019-10-31,Goodfellas,GTV.Revolution,Mirage,1,0
2019-10-31,A Point,Impunity,Inferno,0,1
2019-10-31,BOOT,GTV.Revolution,Dust2,1,0
2019-10-31,Lucid Dream,Impunity,Mirage,1,0
2019-10-31,A Point,Darkhorse,Inferno,0,1
2019-10-31,Goodfellas,VTE,Overpass,1,0
2019-10-31,BTRG,GTV.Revolution,Train,1,0
2019-11-01,Lucid Dream,Darkhorse,Dust2,1,0
2019-11-01,5POWER,D7G,Mirage,1,0
2019-11-01,D7G,5POWER,Nuke,0,1
2019-10-31,Impunity,Fallen5,Dust2,1,0
2019-10-31,Genuine,Ground Zero,Overpass,0,1
2019-10-31,MC,Jade,Inferno,1,0
2019-10-31,PC419,Genuine,Inferno,0,1
2019-10-31,SYF,Genuine,Nuke,1,0
2019-10-31,Heretics,Virtus.pro,Mirage,0,1
2019-10-31,Virtus.pro,Heretics,Inferno,0,1
2019-10-31,Heretics,Virtus.pro,Nuke,0,1
2019-10-31,mousesports,SMASH,Dust2,1,0
2019-10-31,SMASH,mousesports,Vertigo,0,1
2019-10-31,Tricked,Copenhagen Flames,Overpass,1,0
2019-10-31,Copenhagen Flames,Tricked,Nuke,0,1
2019-10-31,Heroic,North,Inferno,1,0
2019-10-31,North,Heroic,Nuke,0,1
2019-10-31,PACT,pro100,Train,0,1
2019-10-31,Heretics,Movistar Riders,Inferno,1,0
2019-11-01,Brave of Warriors,ViCi,Train,0,1
2019-10-31,JESTE,cabrone5,Mirage,1,0
2019-11-01,ViCi,Brave of Warriors,Inferno,1,0
2019-11-01,Syntax,BOOM,Train,0,1
2019-11-01,BOOM,Syntax,Inferno,1,0
2019-11-01,ikarus,Let's Quit,Inferno,1,0
2019-11-01,Let's Quit,ikarus,Nuke,1,0
2019-11-01,ahq,LaZe,Mirage,1,0
2019-11-01,LaZe,ahq,Inferno,1,0
2019-11-01,Bren,Grayhound,Overpass,0,1
2019-11-01,Grayhound,Bren,Inferno,0,1
2019-11-01,NASR,FrostFire,Nuke,1,0
2019-11-01,FrostFire,NASR,Inferno,1,0
2019-11-01,Absolute,Alpha Red,Inferno,0,1
2019-11-01,Alpha Red,Absolute,Overpass,1,0
2019-11-01,EHOME,Aster,Dust2,1,0
2019-11-01,Aster,EHOME,Overpass,0,1
2019-11-01,Invictus,Lynn Vision,Vertigo,1,0
2019-11-01,Invictus,Lynn Vision,Dust2,0,1
2019-11-01,Lynn Vision,Invictus,Nuke,0,1
2019-10-31,JESTE,cabrone5,Inferno,1,0
2019-10-31,Tricked,PACT,Vertigo,1,0
2019-10-31,pro100,forZe,Train,0,1
2019-10-31,Heretics,Spirit,Nuke,1,0
2019-10-31,Heretics,Spirit,Mirage,0,1
2019-10-31,Spirit,Heretics,Dust2,1,0
2019-10-31,fnatic,Virtus.pro,Overpass,1,0
2019-10-31,Virtus.pro,fnatic,Mirage,0,1
2019-10-31,mousesports,Heroic,Vertigo,0,1
2019-10-31,mousesports,Heroic,Mirage,0,1
2019-10-31,Vilay,Fantastic,Overpass,1,0
2019-10-31,Vilay,Fantastic,Inferno,1,0
2019-10-31,MIBR,eUnited,Overpass,0,1
2019-10-31,eUnited,MIBR,Train,0,1
2019-10-31,MIBR,eUnited,Inferno,1,0
2019-11-01,INTZ,LiViD,Overpass,1,0
2019-11-01,INTZ,Rap Gang,Overpass,1,0
2019-11-01,Ben's Anime Team,Riot Squad,Nuke,1,0
2019-11-01,Bushido Boyz,The Quest,Nuke,0,1
2019-11-01,A Point,Fallen5,Overpass,0,1
2019-11-01,Ben's Anime Team,Divine,Mirage,1,0
2019-11-01,BTRG,Goodfellas,Mirage,1,0
2019-11-01,BOOT,VTE,Nuke,1,0
2019-11-01,Brave of Warriors,D7G,Mirage,0,1
2019-11-01,D7G,Brave of Warriors,Inferno,1,0
2019-11-01,Lucid Dream,A Point,Mirage,1,0
2019-11-01,BOOT,Goodfellas,Nuke,1,0
2019-11-01,Alpha Red,Let's Quit,Inferno,1,0
2019-11-01,Let's Quit,Alpha Red,Train,0,1
2019-11-01,NASR,Grayhound,Overpass,0,1
2019-11-01,Grayhound,NASR,Mirage,1,0
2019-11-01,FrostFire,ahq,Dust2,1,0
2019-11-01,ahq,FrostFire,Nuke,0,1
2019-11-01,Absolute,Syntax,Mirage,1,0
2019-11-01,Syntax,Absolute,Dust2,0,1
2019-11-01,BOOM,ikarus,Inferno,1,0
2019-11-01,ikarus,BOOM,Nuke,0,1
2019-11-01,Bren,LaZe,Overpass,1,0
2019-11-01,LaZe,Bren,Train,0,1
2019-11-01,5POWER,ViCi,Nuke,0,1
2019-11-01,ViCi,5POWER,Overpass,1,0
2019-11-01,BTRG,VTE,Train,1,0
2019-11-01,Fallen5,Darkhorse,Overpass,0,1
2019-11-01,Aster,Lynn Vision,Dust2,0,1
2019-11-01,Aster,Lynn Vision,Nuke,0,1
2019-11-01,Grayhound,LaZe,Mirage,0,1
2019-11-01,LaZe,Grayhound,Nuke,0,1
2019-11-01,Absolute,BOOM,Inferno,1,0
2019-11-01,BOOM,Absolute,Mirage,0,1
2019-11-01,GTV.Revolution,VTE,Dust2,1,0
2019-11-01,Darkhorse,Impunity,Inferno,1,0
2019-11-01,Bren,FrostFire,Nuke,1,0
2019-11-01,FrostFire,Bren,Train,1,0
2019-11-01,Alpha Red,ikarus,Inferno,1,0
2019-11-01,ikarus,Alpha Red,Overpass,0,1
2019-11-01,Let's Quit,Syntax,Overpass,1,0
2019-11-01,Syntax,Let's Quit,Inferno,1,0
2019-11-01,ahq,NASR,Nuke,0,1
2019-11-01,NASR,ahq,Dust2,1,0
2019-11-01,Invictus,EHOME,Nuke,0,1
2019-11-01,EHOME,Invictus,Train,1,0
2019-11-01,Sprout,Illuminar,Nuke,1,0
2019-11-01,Sprout,Illuminar,Overpass,1,0
2019-11-01,GamerLegion,Movistar Riders,Inferno,0,1
2019-11-01,Movistar Riders,CR4ZY,Nuke,1,0
2019-11-01,ex-Windigo,Illuminar,Overpass,0,1
2019-11-01,ex-Windigo,Illuminar,Nuke,0,1
2019-11-01,Nemiga,Unique,Nuke,0,1
2019-11-01,Unique,Nemiga,Mirage,0,1
2019-11-01,Nemiga,Unique,Dust2,1,0
2019-11-01,Movistar Riders,Spirit,Mirage,0,1
2019-11-01,Movistar Riders,Spirit,Inferno,1,0
2019-11-01,Movistar Riders,Spirit,Overpass,0,1
2019-11-01,FaZe,Astralis,Inferno,1,0
2019-11-01,NiP,Cloud9,Overpass,1,0
2019-11-01,Natus Vincere,Liquid,Dust2,1,0
2019-11-01,Liquid,Cloud9,Inferno,1,0
2019-11-01,NiP,Astralis,Overpass,1,0
2019-11-01,Natus Vincere,FaZe,Nuke,0,1
2019-11-01,Illuminar,Movistar Riders,Train,0,1
2019-11-01,Illuminar,Movistar Riders,Vertigo,1,0
2019-11-01,Movistar Riders,Illuminar,Overpass,1,0
2019-11-02,Bren,ahq,Dust2,1,0
2019-11-02,ahq,Bren,Nuke,0,1
2019-11-02,D7G,Invictus,Dust2,0,1
2019-11-02,D7G,Invictus,Mirage,0,1
2019-11-02,Syntax,Alpha Red,Overpass,0,1
2019-11-02,Alpha Red,Syntax,Inferno,1,0
2019-11-02,Absolute,ikarus,Mirage,1,0
2019-11-02,Absolute,ikarus,Vertigo,1,0
2019-11-02,Let's Quit,BOOM,Nuke,0,1
2019-11-02,BOOM,Let's Quit,Inferno,0,1
2019-11-02,FrostFire,Grayhound,Dust2,0,1
2019-11-02,Grayhound,FrostFire,Inferno,1,0
2019-11-02,LaZe,NASR,Nuke,0,1
2019-11-02,NASR,LaZe,Inferno,1,0
2019-11-02,Lynn Vision,5POWER,Overpass,0,1
2019-11-02,5POWER,Lynn Vision,Inferno,1,0
2019-11-02,ahq,Grayhound,Nuke,0,1
2019-11-02,Grayhound,ahq,Inferno,1,0
2019-11-02,Alpha Red,BOOM,Train,1,0
2019-11-02,BOOM,Alpha Red,Mirage,0,1
2019-11-02,Darkhorse,BOOT,Train,0,1
2019-11-02,BOOT,Darkhorse,Mirage,1,0
2019-11-02,Let's Quit,Absolute,Dust2,0,1
2019-11-02,Let's Quit,Absolute,Vertigo,0,1
2019-11-02,LaZe,FrostFire,Train,0,1
2019-11-02,FrostFire,LaZe,Dust2,0,1
2019-11-02,ikarus,Syntax,Mirage,0,1
2019-11-02,Syntax,ikarus,Inferno,1,0
2019-11-02,Bren,NASR,Dust2,0,1
2019-11-02,NASR,Bren,Inferno,0,1
2019-11-02,EHOME,ViCi,Train,1,0
2019-11-02,ViCi,EHOME,Mirage,0,1
2019-11-02,5POWER,Invictus,Mirage,0,1
2019-11-02,Invictus,5POWER,Overpass,0,1
2019-11-02,5POWER,Invictus,Dust2,1,0
2019-11-02,Lucid Dream,BTRG,Mirage,0,1
2019-11-02,BTRG,Lucid Dream,Train,1,0
2019-11-02,Astralis,Liquid,Nuke,1,0
2019-11-02,NiP,FaZe,Dust2,0,1
2019-11-02,Cloud9,Natus Vincere,Train,0,0
2019-11-02,NiP,Liquid,Mirage,1,0
2019-11-02,Cloud9,FaZe,Inferno,0,1
2019-11-02,Astralis,Natus Vincere,Nuke,0,0
2019-11-02,Astralis,Cloud9,Nuke,1,0
2019-11-02,Liquid,FaZe,Inferno,1,0
2019-11-02,Natus Vincere,NiP,Nuke,1,0
2019-11-02,FaZe,NiP,Nuke,1,0
2019-11-02,FaZe,NiP,Dust2,1,0
2019-11-02,OPAA,m1x,Overpass,1,0
2019-11-02,Japaleno,BG-MIX,Dust2,1,0
2019-11-02,HellRaisers,Dracarys,Inferno,1,0
2019-11-02,GamerLegion,Espada,Mirage,1,0
2019-11-02,Sangal,Nordavind,Inferno,0,1
2019-11-02,NAVI Junior,eXtatus,Inferno,0,1
2019-11-02,ex-Make it Happen,Fearow,Dust2,1,0
2019-11-02,ex-Make it Happen,Fearow,Nuke,1,0
2019-11-02,DreamEaters,AVEZ,Dust2,1,0
2019-11-02,MELBET,Wisla Krakow,Nuke,0,1
2019-11-02,GamerLegion,eXtatus,Overpass,1,0
2019-11-02,Japaleno,HellRaisers,Nuke,0,1
